ReleaseDate,Movie,Genre,ProductionBudget,DomesticBoxOfficeToDate,Year,NetflixRating,OnNetflix,Awards,Nominations,BestPicture,RottenTomatosCriticScore,RottenTomatosAudienceScore,BigGenre,CalDate
12-Aug,30 Minutes or Less,Comedy,28000000,37053924,2011,NetflixRating,0,0,0,45,41,8.387096774193548
12-Aug,Final Destination 5,Horror,40000000,42587643,2011,NetflixRating,0,0,0,61,52,8.387096774193548
19-Aug,5 Days of War,Drama,12000000,17479,2011,NetflixRating,0,0,0,33,37,8.612903225806452
19-Aug,Amigo,Drama,1500000,184705,2011,NetflixRating,0,0,0,62,55,8.612903225806452
19-Aug,Conan the Barbarian 3D,Action,90000000,21295021,2011,NetflixRating,0,0,0,24,30,8.612903225806452
19-Aug,Fright Night,Horror,30000000,18298649,2011,NetflixRating,0,0,0,72,59,8.612903225806452
19-Aug,Mozart's Sister,Drama,4500000,707885,2011,NetflixRating,0,0,0,75,55,8.612903225806452
19-Aug,One Day,Drama,15000000,13843771,2011,NetflixRating,0,0,0,36,49,8.612903225806452
19-Aug,Spy Kids: All the Time in the World,Adventure,27000000,38536376,2011,NetflixRating,0,0,0,22,39,8.612903225806452
23-Aug,Higher Ground,Drama,1800000,841056,2011,NetflixRating,0,0,0,81,63,8.741935483870968
26-Aug,Brighton Rock,Drama,11000000,229653,2011,NetflixRating,0,0,0,51,34,8.838709677419354
26-Aug,Circumstance,Drama,900000,454121,2011,NetflixRating,0,0,0,86,68,8.838709677419354
26-Aug,Colombiana,Thriller/Suspense,40000000,36665854,2011,NetflixRating,0,0,0,27,67,8.838709677419354
26-Aug,Don't Be Afraid of the Dark,Horror,25000000,24046682,2011,NetflixRating,0,0,0,58,34,8.838709677419354
26-Aug,Our Idiot Brother,Comedy,5000000,24814830,2011,NetflixRating,0,0,0,67,52,8.838709677419354
26-Aug,Redemption Road,Drama,2300000,29384,2011,NetflixRating,0,0,0,57,59,8.838709677419354
31-Aug,The Debt,Thriller/Suspense,20000000,31177548,2011,NetflixRating,0,0,0,77,66,9.0
2-Sep,Apollo 18,Thriller/Suspense,5000000,17686929,2011,NetflixRating,0,0,0,24,23,9.064516129032258
2-Sep,Salvando al Soldado Perez,Action,4500000,1400726,2011,NetflixRating,0,0,0,-1,69,9.064516129032258
2-Sep,Shark Night 3D,Horror,25000000,18877153,2011,NetflixRating,0,0,0,17,22,9.064516129032258
9-Sep,Contagion,Thriller/Suspense,60000000,75658097,2011,NetflixRating,0,0,0,84,62,9.290322580645162
9-Sep,Kevin Hart: Laugh at My Pain,Concert/Performance,750000,7706436,2011,NetflixRating,0,0,0,71,85,9.290322580645162
9-Sep,Tanner Hall,Drama,3000000,5073,2011,NetflixRating,0,0,0,12,27,9.290322580645162
9-Sep,Warrior,Drama,25000000,13657115,2011,NetflixRating,0,0,0,83,92,9.290322580645162
