Release Date,Movie,Genre,Production Budget,Domestic Box Office to Date,Trailer,Year
,Ice Quake,,,0,,2010
,Ilegales,Drama,,0,,2010
,In Praise of Shadows,Drama,,0,,2010
,El Infierno,,,0,,2010
,Inventing Adam,Comedy,,0,,2010
,Io: Loro e Lara,,,0,,2010
,Irreversi,,,0,,2010
,Jackboots on Whitehall,Adventure,,0,,2010
,Jackie Chan Kung Fu Master,,,0,,2010
,Jin yi wei,Action,,0,,2010
,The Job,,,0,,2010
,Journey to Promethea,,,0,,2010
,Jump,Documentary,,0,,2010
,Just Another Day,,,0,,2010
,The Kane Files,,,0,,2010
,Keep Coming Back,Drama,,0,,2010
,Kenny Chesney: Summer in 3D,Concert/Performance,,0,,2010
,Red Sky,Action,,0,,2010
,Khichdi The Movie,Comedy,,0,,2010
,Kill Speed,,,0,,2010
,Killing Jar The,Drama,,0,,2010
,King Naresuan 3,,,0,,2010
,King of Paper Chasin',,,0,,2010
,King of the Avenue,Thriller/Suspense,,0,,2010
,The King of the Hill Invitational 8-Ball Shootout Mike Sigel vs. Efren Reyes,Documentary,,0,,2010
,Kings of the Underground: The Dramatic Journey of UGK,Documentary,,0,,2010
,Kirot,,,0,,2010
,Kiss the Bride (2010),Romantic Comedy,,0,,2010
,The Knockout Kid,,,0,,2010
,Kokowaah,Comedy,,0,,2010
,Die kommenden Tage,Thriller/Suspense,,0,,2010
,Konferenz der Tiere,Adventure,30000000,0,,2010
,Kray,Drama,,0,,2010
,The Last Rites of Ransom Pride,,,0,,2010
,The Lazarus Papers,Action,,0,,2010
,The Least Among You,,,0,,2010
,Legion: The Final Exorcism,Horror,,0,,2010
,Lets Not Talk About It,,,0,,2010
,Lifted,,,0,,2010
,El lince perdido,,,0,,2010
,Little Murder,Thriller/Suspense,,0,,2010
,Lives of the Saints,Drama,,0,,2010
,Living in the Material World: George Harrison,Documentary,,0,,2010
,Locked In,Thriller/Suspense,,0,,2010
,Logan's Run,Thriller/Suspense,,0,,2010
,Lope,Drama,,0,,2010
,Lost for Words,Comedy,,0,,2010
,Louis,,,0,,2010
,Love and Distrust,,,0,,2010
,Love Hurts,,,0,,2010
,Lubov Morkov 3,Comedy,,0,,2010
,Machete Joe,Horror,,0,,2010
,Mandie And The Cherokee Treasure,Adventure,,0,,2010
,Manuale D'Amore 3,Romantic Comedy,,0,,2010
,Map of the Sounds of Tokyo,Drama,,0,,2010
,Mask Maker,Horror,,0,,2010
,Master Harold...and the Boys,Drama,,0,,2010
,Maximum Ride,Adventure,,0,,2010
,The Maze,Horror,,0,,2010
,Me and My Monster,Adventure,,0,,2010
,Mean Girls 2,Comedy,,0,,2010
,Merantau,Action,,0,,2010
,Meute Le,,,0,,2010
,Midway to Heaven,,,0,,2010
,Miss Nobody,Comedy,,0,,2010
,Mob Rules,,,0,,2010
,Morgan's Summit,Drama,,0,,2010
,Mortal Kombat 3: Devastation,Action,,0,,2010
,Motel Hell,Horror,,0,,2010
,Mothman,Thriller/Suspense,,0,,2010
,The Mulberry Tree,,,0,,2010
,My Girlfriend's Back,Romantic Comedy,,0,,2010
,National Treasure 3,Adventure,,0,,2010
,Nativity,,,0,,2010
,Needle,,,0,,2010
,NFL Dallas Cowboys Heroes,Documentary,,0,,2010
,Night of the Living Dead Re-Animation,,,0,,2010
,A Nightmare in Las Cruces,Documentary,,0,,2010
,No-Do,,,0,,2010
,The No Game,Drama,,0,,2010
,Nosso Lar,Drama,,0,,2010
,Not Since You,Drama,,0,,2010
,Once Fallen,Drama,,0,,2010
,Once Upon an Island,,,0,,2010
,One by One,Horror,,0,,2010
,One Good Man,,,0,,2010
,The Other Side,Adventure,,0,,2010
,Outcast,Horror,,0,,2010
,The Outside,,,0,,2010
,Oveja Negra,Drama,,0,,2010
,Pájaros de Papel,,,0,,2010
,The Palermo Shooting,Drama,,0,,2010
,Parasitic,Horror,,0,,2010
,Phasma Ex Machima,,,0,,2010
,Phenom,Drama,,0,,2010
,Pickin & Grinnin',Comedy,,0,,2010
,Pop Star,Drama,,0,,2010
,La Posesion de Emma Evans,Horror,,0,,2010
,The Possibilities of Fireflies,Drama,,0,,2010
,Priest,,,0,,2010
,The Prisoners,Drama,,0,,2010
,Project X27,Horror,,0,,2010
,Prowl,Horror,,0,,2010
,Psych 9,Horror,,0,,2010
,Psychosis,Horror,,0,,2010
,Une pure affaire,,,0,,2010
,Quantum Quest,Adventure,,0,,2010
,Race to Nowhere,,,0,,2010
,Radio Free Albemuth,Drama,,0,,2010
,Raging Phoenix,,,0,,2010
,The Rain,Horror,,0,,2010
,Rainbow Six,Thriller/Suspense,,0,,2010
,The Rally,Drama,,0,,2010
,Rammbock: Berlin Undead,Horror,,0,,2010
,Reach for the Sky,,,0,,2010
,Ready: Set: Bag!,Documentary,,0,,2010
,The Red Canvas,Action,,0,,2010
,The Reef,Thriller/Suspense,10000000,0,,2010
,The Resident,Drama,,0,,2010
,Respire,Horror,,0,,2010
,The Resurrection,Drama,,0,,2010
,The Rig,,,0,,2010
,Right Hand Drive,,,0,,2010
,A River Of Skulls,Western,,0,,2010
,Road Train,,,0,,2010
,Roadkill,Horror,,0,,2010
,Rockfish,,,0,,2010
,Rocksteady,,,0,,2010
,Rogue River,Horror,,0,,2010
,Run,Thriller/Suspense,,0,,2010
,Saigo no Chushingura,,,0,,2010
,Sam and George,Drama,,0,,2010
,Sammy's avonturen: De geheime doorgang,Adventure,25000000,0,,2010
,Samyy luchshiy film 3,,,0,,2010
,Santas Apprentice,Adventure,,0,,2010
,Saturday Night,Documentary,,0,,2010
,Scared Guys,Comedy,,0,,2010
,Sci-Fi Movie,Comedy,,0,,2010
,Secret in the Walls,Horror,,0,,2010
,See Me: Feel Me: Keith Moon Naked for Your Pleasure,Drama,,0,,2010
,Sexting,,,0,,2010
,Sexy Killer,,,0,,2010
,Shanghai,Drama,,0,,2010
,Sheriff of Centention,Western,,0,,2010
,Shoot the Hero,Comedy,,0,,2010
,Sim-jang-i Ddwooin-da,,,0,,2010
,Sinners and Saints,,,0,,2010
,Siren,Thriller/Suspense,,0,,2010
,Slam I Am,Comedy,,0,,2010
,Sniper: Reloaded,Action,,0,,2010
,Snow and the Seven,Adventure,,0,,2010
,Snow Beast,Horror,,0,,2010
,Something Better Somewhere Else,Comedy,,0,,2010
,Sophie & Sheba,,,0,,2010
,Space Invader,Comedy,,0,,2010
,Spike,Horror,,0,,2010
,Spirit of the Forest,,,0,,2010
,Stag Night,Horror,,0,,2010
,Stalker,Horror,,0,,2010
,Stash,Comedy,,0,,2010
,Step Away from the Stone,,,0,,2010
,Stonehenge Apocalypse,Thriller/Suspense,,0,,2010
,Story of Bonnie and Clyde: The,Action,20000000,0,,2010
,Street Boss,,,0,,2010
,A Summer in Genoa,,,0,,2010
,Supreme Champion,Action,,0,,2010
,Sutures,,,0,,2010
,Sword of War,,,0,,2010
,The Task,Horror,,0,,2010
,Tenement,Thriller/Suspense,,0,,2010
,Terror Trap,Horror,,0,,2010
,The 7 Adventures Of Sinbad: The Persian Prince,,,0,,2010
,There's Nothing to Fear in Here,Adventure,,0,,2010
,Therese Raquin,Drama,,0,,2010
,Thicker,Black Comedy,,0,,2010
,This Man,Action,,0,,2010
,Thru the Moebius Strip,Adventure,,0,,2010
,To Whom It May Concern: Ka Shen's Journey,Documentary,,0,,2010
,Torrente 4 (3D),,,0,,2010
,Tous les soleils,,,0,,2010
,Trailer Trash,Horror,,0,,2010
,The Trap Door,Horror,,0,,2010
,Triage,,,0,,2010
,The Trial of the Chicago 7,Drama,,0,,2010
,Trigger,Drama,,0,,2010
,Triple Dog,Thriller/Suspense,,0,,2010
,True Nature,Thriller/Suspense,,0,,2010
,Les Tuche,Comedy,,0,,2010
,Twixt Now and Sunrise,Thriller/Suspense,,0,,2010
,The Ultimate Heist,,,0,,2010
,Under and Alone,Action,,0,,2010
,The Untouchables: Capone Rising,Action,,0,,2010
,A Valentine's Date,,,0,,2010
,Vallanzasca - Gli angeli del male,Drama,,0,,2010
,Vanquisher,,,0,,2010
,Vengeance: A Love Story,Drama,,0,,2010
,The Violent Kind,,,0,,2010
,VIPs,Drama,,0,,2010
,Virus X,Horror,,0,,2010
,Voltron,Action,,0,,2010
,Voyage of Time,Documentary,,0,,2010
,Vykrutasy,Romantic Comedy,,0,,2010
,Waiting City: The,,,0,,2010
,Waking Madison,Drama,,0,,2010
,Waska,Drama,,0,,2010
,What Was I Thinking,Comedy,,0,,2010
,What Would Jesus Do?,,,0,,2010
,Whats Wrong with Virginia,Drama,,0,,2010
,Wild About Harry,Romantic Comedy,,0,,2010
,Wild Cherry,Comedy,,0,,2010
,Wild Oats,Drama,,0,,2010
,The Wild Soccer Bunch,Adventure,,0,,2010
,Without Men,Comedy,,0,,2010
,Woodshop,Comedy,,0,,2010
,Wreckage,Horror,,0,,2010
,Yellow,Drama,,0,,2010
,,,,,,
,,,,,,
,,,,,,
,,,,,,
2-Jan,Angry Monk: Reflections on Tibet: The,Documentary,,2125,,2009
,,,,,,2009
6-Jan,An American Girl: Chrissa Stands Strong,,,0,,2009
,Behind Enemy Lines: Colombia,Action,,0,,2009
,,,,,,2009
8-Jan,Lady MacBeth of Mtsensk District,,,0,,2009
,,,,,,2009
9-Jan,After Dark's Horrorfest III,Horror,,66456,,2009
,Bride Wars,Comedy,30000000,58715510,,2009
,Che: Part 1: The Argentine,Drama,,1733532,,2009
,Che: Part 2: Guerrilla,,,0,,2009
,Kaerlighed Pa Film,Drama,,75465,,2009
,Made in U.S.A.,Drama,,95209,,2009
,Not Easily Broken,Drama,5000000,10572742,,2009
,Stellet licht,Drama,,60200,,2009
,The Unborn,Horror,16000000,42670410,,2009
,Yonkers Joe,Drama,,8286,,2009
,,,,,,2009
13-Jan,Balls Out: Gary the Tennis Coach,Comedy,,0,,2009
,Hit and Run,Horror,,0,,2009
,Sno Cone Inc.,,,0,,2009
,Tyler Perry's Marriage Counselor,Concert/Performance,,0,,2009
,Without a Paddle: Nature's Calling,Comedy,,0,,2009
,,,,,,2009
16-Jan,Ballerina,Documentary,,114507,,2009
,Chandni Chowk to China,Musical,,921738,,2009
,Hanami,Drama,,104433,,2009
,Hotel for Dogs,Comedy,75000000,73034460,,2009
,My Bloody Valentine,Horror,14000000,51545952,,2009
,Notorious,Drama,19000000,36843682,,2009
,Owl and the Sparrow,Drama,,47071,,2009
,Paul Blart: Mall Cop,Comedy,26000000,146336178,,2009
,The Village Barbershop,Drama,,2359,,2009
,,,,,,2009
20-Jan,Amusement,Horror,,0,,2009
,Boogeyman 3,,,0,,2009
,Center Stage: Turn It Up,,,0,,2009
,Poison Ivy 4: The Secret Society,Drama,,0,,2009
,Trapped in the 5150,,,0,,2009
,Vacancy 2: The First Cut,,,0,,2009
,,,,,,2009
21-Jan,Beyond the Epic Run,,,0,,2009
,,,,,,2009
23-Jan,Donkey Punch,Thriller/Suspense,750000,19367,,2009
,Inkheart,Adventure,60000000,17303424,,2009
,Killshot,Thriller/Suspense,,18643,,2009
,The Lodger,,,0,,2009
,Made in Jamaica,Documentary,,3149,,2009
,Of Time and the City,Documentary,,32677,,2009
,Outlander,Adventure,50000000,166003,,2009
,Perro come perro,,,80,,2009
,Underworld 3: Rise of the Lycans,Action,,45802315,,2009
,,,,,,2009
26-Jan,Matisse / Pacasso - Twin Giants of Modern Art,Documentary,,0,,2009
,,,,,,2009
27-Jan,The Gene Generation,Action,,0,,2009
,Hulk VS.,,,0,,2009
,Open Season 2,Adventure,,0,,2009
,,,,,,2009
28-Jan,Blessed is the Match: The Life and Death and Hannah Senesh,Documentary,,18654,,2009
,,,,,,2009
30-Jan,Between Love & Goodbye,Drama,,18480,,2009
,Chocolate,Action,,14845,,2009
,Crips and Bloods: Made in America,,,70219,,2009
,Entre les murs,Drama,3250000,3766810,,2009
,Koski: Senki,Drama,,0,,2009
,Luck by Chance,Comedy,,356019,,2009
,Medicine for Melancholy,Drama,,111551,,2009
,New in Town,Romantic Comedy,8000000,16734283,,2009
,Serbis,Drama,,64407,,2009
,Taken,Thriller/Suspense,25000000,145000989,,2009
,The Uninvited,Horror,,28596818,,2009
February: 2009,,,,,,2009
3-Feb,Afro Samurai: Resurrection,,,0,,2009
,Dead Noon,,,0,,2009
,Killer Movie,,,0,,2009
,Private Valentine: Blonde & Dangerous,,,0,,2009
,Rent: Filmed Live on Broadway,,,0,,2009
,Smoke Jumper,,,0,,2009
,Space Buddies,,,0,,2009
,,,,,,2009
4-Feb,The Objective,Horror,,95,,2009
,Our City Dreams,Documentary,,34972,,2009
,,,,,,2009
6-Feb,2009 Oscar Shorts,Multiple Genres,,644635,,2009
,Absurdistan,Comedy,,39683,,2009
,Babysitter Wanted,,,0,,2009
,Coraline,Adventure,60000000,75286229,,2009
,Dev D,,,11917,,2009
,Fanboys,Comedy,,687609,,2009
,He's Just Not That Into You,Romantic Comedy,40000000,93953653,,2009
,Incendiary,,,1260,,2009
,The Pink Panther 2,Comedy,,35922978,,2009
,Polytechnique,Drama,,1418304,,2009
,Push,Thriller/Suspense,38000000,31811527,,2009
,,,,,,2009
10-Feb,Against the Dark,,,0,,2009
,Desu Noto 2,Thriller/Suspense,,0,,2009
,Fist of the Warrior,,,0,,2009
,Gospel Hill,Drama,,0,,2009
,Way of War,,,0,,2009
,,,,,,2009
13-Feb,Billo Barber,,,754928,,2009
,Confessions of a Shopaholic,Romantic Comedy,,44277350,,2009
,Delhi 6,,,879913,,2009
,Eleven Minutes,Documentary,,7986,,2009
,Friday the 13th,Horror,17000000,65002019,,2009
,The International,Thriller/Suspense,50000000,25450527,,2009
,Must Read After My Death,Documentary,,0,,2009
,Two Lovers,Drama,12000000,3149034,,2009
,Under the Sea 3D,Documentary,,36671385,,2009
,,,,,,2009
17-Feb,Dead Like Me: Life After Death,,,0,,2009
,Feast III: The Happy Finish,Horror,,0,,2009
,Screamers: The Hunting,,,0,,2009
,Still Waiting...,Comedy,,0,,2009
,,,,,,2009
18-Feb,Katyn,Drama,,118095,,2009
,,,,,,2009
20-Feb,Fired Up,Comedy,20000000,17231291,,2009
,Madea Goes To Jail,Comedy,17500000,90508336,,2009
,,,,,,2009
21-Feb,Stone of Destiny,,,389584,,2009
,,,,,,2009
24-Feb,Epitaph,Horror,,0,,2009
,Futurama - Into the Wild Green Yonder,Comedy,,0,,2009
,The Librarian: Curse of the Judas Chalice,Adventure,,0,,2009
,Lullaby,,,0,,2009
,Pirates II: Stagnettis Revenge,,,0,,2009
,Red Sands,Horror,,0,,2009
,,,,,,2009
25-Feb,Examined Life,Documentary,,120712,,2009
,,,,,,2009
27-Feb,An American Affair,Drama,,28044,,2009
,Bob Funk,,,4085,,2009
,La Bonheur de Pierre,,,267856,,2009
,Crossing Over,Drama,,4462332,,2009
,Echelon Conspiracy,,,796716,,2009
,Jonas Brothers: The 3D Concert Experience,Concert/Performance,,38174685,,2009
,Play the Game,Comedy,,659483,,2009
,Robert Blecker Wants Me Dead,,,9166,,2009
,Scott Walker: 30 Century Man,Documentary,,6840,,2009
,Street Fighter: The Legend of Chun-Li,Action,,9135036,,2009
,The Trouble With Romance,,,0,,2009
March: 2009,,,,,,2009
1-Mar,Mine,Documentary,,11283,,2009
,,,,,,2009
3-Mar,Ace Ventura Jr.: Pet Detective,Comedy,,0,,2009
,In the Electric Mist,Thriller/Suspense,,0,,2009
,Stiletto,Thriller/Suspense,,0,,2009
,Watchmen: The Complete Motion Comic,Action,,0,,2009
,Weapons,Action,,0,,2009
,Wonder Woman 2009,Adventure,,0,,2009
,,,,,,2009
4-Mar,12,Thriller/Suspense,,125120,,2009
,,,,,,2009
6-Mar,13B,,,12449,,2009
,Dhoondte Reh Jaoge,,,5127,,2009
,Everlasting Moments,,,610825,,2009
,Explicit Ills,,,28564,,2009
,Fados,Drama,,129150,,2009
,The Horsemen,Thriller/Suspense,,0,,2009
,Phoebe in Wonderland,Drama,,73361,,2009
,Reunion,,,8030,,2009
,Sherman's Way,,,13282,,2009
,Shuttle,Horror,,1925,,2009
,Tokyo!,Drama,,351059,,2009
,Watchmen,Action,138000000,107509799,,2009
,Yaavarum Nalam,,,36594,,2009
,,,,,,2009
10-Mar,Crowley,Drama,,0,,2009
,,,,,,2009
13-Mar,Brothers at War,,,153148,,2009
,Carmen and Geoffrey,,,14130,,2009
,The Edge of Love,Drama,,33260,,2009
,Hope and Redemption: The Lena Baker Story,Drama,,18215,,2009
,The Last House on the Left,Horror,,32752215,,2009
,Miss March,Comedy,,4543320,,2009
,The Perfect Sleep,Thriller/Suspense,,6224,,2009
,Race to Witch Mountain,Adventure,,67172594,,2009
,Severed Ways: The Norse Discovery of America,Adventure,,18728,,2009
,Sunshine Cleaning,Comedy,5000000,12062558,,2009
,Throw Down Your Heart,Documentary,,115778,,2009
,Tokyo Sonata,Drama,,278356,,2009
,Waiting for Dublin,Romantic Comedy,,5925,,2009
,,,,,,2009
17-Mar,Barbie Presents Thumbelina,Adventure,,0,,2009
,Chrysalis,,,0,,2009
,Return of the Outlaws,,,0,,2009
,Revenge of the Boarding School Dropouts,,,0,,2009
,Satan,,,0,,2009
,Walled In,,,0,,2009
,,,,,,2009
18-Mar,Valentino: The Last Emperor,Documentary,,1755134,,2009
,,,,,,2009
20-Mar,Duplicity,Thriller/Suspense,,40572825,,2009
,The Great Buck Howard,Drama,,750587,,2009
,I Love You: Man,Comedy,40000000,71440011,,2009
,Knowing,Thriller/Suspense,50000000,79957634,,2009
,Mancora,Drama,,29697,,2009
,The New Twenty,,,17625,,2009
,Perestroika,,,26064,,2009
,Sin Nombre,Thriller/Suspense,,2536665,,2009
,Skills Like This,Comedy,,62408,,2009
,Super Capers,Comedy,2000000,30955,,2009
,,,,,,2009
24-Mar,Big Stan,Comedy,,0,,2009
,The Cake Eaters,,,35817,,2009
,Columbus Day,,,0,,2009
,Happily N'Ever After 2: Snow White,Comedy,,0,,2009
,Secrets of the Furious Five,Adventure,,0,,2009
,Watchmen: Tales of the Black Freighter and Under the Hood,Action,,0,,2009
,,,,,,2009
27-Mar,12 Rounds,Action,20000000,12234694,,2009
,America Betrayed,Documentary,,2450,,2009
,American Swing,Documentary,,30156,,2009
,The Cross: The Arthur Blessitt Story,Documentary,,741557,,2009
,Goodbye Solo,Drama,,871445,,2009
,Grande ourse - La cle des possibles,,,268143,,2009
,Guest of Cindy Sherman,Documentary,,27052,,2009
,The Haunting in Connecticut,Horror,,55389516,,2009
,Merry Gentleman: The,,,347977,,2009
,Monsters vs. Aliens,Adventure,175000000,198351526,,2009
,Shall We Kiss?,Romantic Comedy,,535499,,2009
,Three Monkeys,,,41343,,2009
,Venkovsky ucitel,Drama,,50072,,2009
,,,,,,2009
31-Mar,Autopsy,Horror,,0,,2009
,Butterfly Effect 3: Revelations: The,,,0,,2009
,Dragonquest,,,0,,2009
,The Fifth Commandment,Action,,0,,2009
April: 2009,,,,,,2009
1-Apr,Tulpan,Comedy,,158741,,2009
,,,,,,2009
3-Apr,Adventureland,Black Comedy,9800000,16044025,,2009
,Alien Trespass,Comedy,,104526,,2009
,Bart Got a Room,Comedy,,53760,,2009
,C Me Dance,Drama,,0,,2009
,The Escapist,Thriller/Suspense,,13439,,2009
,Fast & Furious,Action,85000000,155064265,,2009
,Faubourg 36,,,850575,,2009
,Gigantic,Comedy,,102704,,2009
,Lifelines,,,6793,,2009
,Rolling,Drama,,113132,,2009
,The Song of Sparrows,Drama,,116372,,2009
,Sugar,Drama,,1081922,,2009
,,,,,,2009
7-Apr,1612,,,0,,2009
,American High School,Comedy,,0,,2009
,Bled,,,0,,2009
,Caller: The,,,0,,2009
,Faith Like Potatoes,,1100000,0,,2009
,House,,,0,,2009
,Scooby-Doo and the Samurai Sword,,,0,,2009
,Tigger and Pooh and a Musical Too,,,0,,2009
,,,,,,2009
8-Apr,Dragonball Evolution,Adventure,30000000,9362785,,2009
,,,,,,2009
10-Apr,Anvil! The Story of Anvil,Documentary,,667911,,2009
,Hannah Montana the Movie,Drama,30000000,79576189,,2009
,In a Dream,Documentary,,55270,,2009
,Lymelife,Drama,,421307,,2009
,Monster Beach Party,Comedy,,113132,,2009
,The Mysteries of Pittsburgh,Drama,,80283,,2009
,Observe and Report,Comedy,,24007324,,2009
,Royal Kill,,,0,,2009
,Tera Mera Ki Rishta,Drama,,271942,,2009
,Winter of Frozen Dreams,Drama,,8321,,2009
,,,,,,2009
14-Apr,Fight Night,,,0,,2009
,The Telling,,,0,,2009
,,,,,,2009
17-Apr,American Violet,,,554434,,2009
,Crank 2: High Voltage,Thriller/Suspense,20000000,13684249,,2009
,Lemon Tree,,,569672,,2009
,Every Little Step,Documentary,,1725141,,2009
,The Golden Boys,,,184169,,2009
,Gooby,Drama,,3564,,2009
,Is Anybody There?,Drama,,2026756,,2009
,Léon Morin: prêtre,,,27567,,2009
,17 Again,Comedy,40000000,64167069,,2009
,Sleep Dealer,Thriller/Suspense,2500000,80136,,2009
,State of Play,Thriller/Suspense,60000000,37017955,,2009
,,,,,,2009
21-Apr,The Burrowers,,,0,,2009
,Caprica,,,0,,2009
,He Who Finds a Wife,,,0,,2009
,Into the Blue 2: The Reef,,,0,,2009
,Kicking the Dog,,,0,,2009
,Laid to Rest,,,0,,2009
,The Last Word,,,0,,2009
,The Poker Club,,,0,,2009
,Ron White: Behavioral Problems,Concert/Performance,,0,,2009
,Sam's Lake,,,0,,2009
,The Showdown,,,0,,2009
,Street Warrior,,,0,,2009
,,,,,,2009
22-Apr,earth,Documentary,15000000,32011576,,2009
,Oblivion,Documentary,,9939,,2009
,Treeless Mountain,,,60336,,2009
,,,,,,2009
23-Apr,Home,,,15433,,2009
,,,,,,2009
24-Apr,Il Divo,Drama,,240159,,2009
,Fighting,Action,,23091010,,2009
,The Garden,Documentary,,26931,,2009
,The Informers,Thriller/Suspense,18000000,315000,,2009
,The Mutant Chronicles,Action,,6820,,2009
,Nursery University,,,26042,,2009
,Obsessed,Thriller/Suspense,,68261644,,2009
,The Soloist,Drama,60000000,31720158,,2009
,Tyson,Documentary,,887918,,2009
,,,,,,2009
28-Apr,El Bufalo de la Noche,Drama,,0,,2009
,Grace Hartigan: Shattering,Documentary,,0,,2009
,The Gray Man,,,0,,2009
,Legally Blondes,,,0,,2009
,Martyrs,,,0,,2009
,Never Surrender,,,0,,2009
,While She Was Out,Thriller/Suspense,,29784,,2009
,,,,,,2009
30-Apr,Westminster Wife Show,,,0,,2009
May: 2009,,,,,,2009
1-May,Battle for Terra,Adventure,,1647083,,2009
,Break,Action,,1191,,2009
,Eldorado,,,10443,,2009
,Ghosts of Girlfriends Past,Romantic Comedy,,55250026,,2009
,The Last Lullaby,,,21413,,2009
,The Limits of Control,Thriller/Suspense,,426688,,2009
,Revanche,Drama,,308040,,2009
,The Skeptic,Thriller/Suspense,,6671,,2009
,La Ventana,Drama,,12738,,2009
,A Wink and a Smile,Documentary,,20169,,2009
,X-Men Origins: Wolverine,Action,150000000,179883157,,2009
,,,,,,2009
5-May,April Showers,,,0,,2009
,Baja Beach Bums,,,0,,2009
,Shooting Star,,,0,,2009
,,,,,,2009
8-May,Adoration,Drama,4000000,294244,,2009
,Fire Creek,,,0,,2009
,Julia,,6000000,65108,,2009
,Kabei,,,14416,,2009
,Little Ashes,Drama,,481586,,2009
,Love N' Dancing,Musical,,47812,,2009
,Next Day Air,Comedy,3000000,10027047,,2009
,Objectified,Documentary,,8668,,2009
,Outrage,,,287198,,2009
,Rudo y Cursi,Comedy,,1827660,,2009
,Star Trek,Adventure,140000000,257730019,,2009
,,,,,,2009
12-May,A Family Underground,,,0,,2009
,The Grudge 3,,,0,,2009
,High Hopes,Comedy,,0,,2009
,In Tranzit,,,0,,2009
,Kill Buljo,,,0,,2009
,Personal Effects,,,0,,2009
,Running on Empty Dreams,,,0,,2009
,S. Darko,,,0,,2009
,Seth MacFarlane's Cavalcade of Cartoon Comedy,Comedy,,0,,2009
,Taking Chance,,,0,,2009
,La Zona,,,0,,2009
,,,,,,2009
15-May,Angels & Demons,Thriller/Suspense,150000000,133375846,,2009
,Big Man Japan,,,40796,,2009
,The Brothers Bloom,Black Comedy,20000000,3531756,,2009
,Dai-Nipponjin,Comedy,,23446,,2009
,The Death Factory Bloodletting,Horror,,4638,,2009
,L'heure d'été,Drama,,1647001,,2009
,Jerichow,Drama,,60105,,2009
,Management,Romantic Comedy,,934658,,2009
,Not Forgotten,Thriller/Suspense,,53723,,2009
,,,,,,2009
19-May,The Devil's Ground,,,0,,2009
,Doctor Dolittle: Million Dollar Mutts,,,0,,2009
,Driven to Kill,Action,,0,,2009
,Eden Log,Thriller/Suspense,,0,,2009
,Infected,,,0,,2009
,,,,,,2009
20-May,Burma VJ,,,51672,,2009
,,,,,,2009
21-May,Terminator Salvation: The Future Begins,Action,200000000,125322469,,2009
,,,,,,2009
22-May,The Boys: The Sherman Brothers' Story,Documentary,,55513,,2009
,Dance Flick,Comedy,25000000,25662155,,2009
,Easy Virtue,Romantic Comedy,14000000,2656784,,2009
,The Girlfriend Experience,,1300000,695840,,2009
,Night at the Museum: Battle of the Smithsonian,Comedy,150000000,177243721,,2009
,O'Horten,Comedy,,302232,,2009
,,,,,,2009
26-May,Carnivorous,,,0,,2009
,The Devil's Tomb,,,0,,2009
,Mega Shark vs. Giant Octopus,,,0,,2009
,Powder Blue,Thriller/Suspense,,0,,2009
,The Princess of Nebraska,Drama,,0,,2009
,The Ramen Girl,Comedy,,0,,2009
,The Secret of Loch Ness,,,0,,2009
,,,,,,2009
27-May,Pressure Cooker,,,44802,,2009
,,,,,,2009
29-May,Brother's War,,,0,,2009
,Drag Me To Hell,Horror,30000000,42100625,,2009
,Laila's Birthday,Black Comedy,,13689,,2009
,Män som hatar kvinnor,Thriller/Suspense,13000000,12749992,,2009
