Release Date,Movie,Genre,Production Budget,Domestic Box Office to Date,Trailer,Year
,De Mai Tinh,Romantic Comedy,,165987,,2010
,Expecting Mary,Comedy,,28700,,2010
,Fighting Caravans,Action,,0,,2010
,Genius Within: The Inner Life of Glenn Gould,Documentary,,167508,,2010
,Gung Ho,Action,,0,,2010
,Honeymoon in Bali,Drama,,0,,2010
,I'm Still Here,Documentary,,408983,,2010
,Legendary,Drama,,200393,Play,2010
,Logan,Drama,,7137,,2010
,Lovely: Still,Drama,,127564,,2010
,Midnight Reckoning,Thriller/Suspense,,5673,,2010
,Archie's Final Project,Drama,,0,,2010
,Penny Serenade,Drama,,0,,2010
,Le Refuge,Drama,,34525,,2010
,Resident Evil: Afterlife 3D,Horror,57500000,60128566,Play,2010
,The Romantics,Comedy,,106524,Play,2010
,The Trial,Drama,,19753,,2010
,Who is Harry Nilsson (and Why is Everybody Talkin' About Him)?,Documentary,,30975,,2010
,,,,,,2010
14-Sep,Amish Grace,Drama,,0,,2010
,Barbie: A Fashion Fairytale,Adventure,,0,,2010
,Devil's Doorway,Western,,0,,2010
,The Next Hit,Action,,0,,2010
,NFL's Greatest Rivalries: Dallas Vs Washington,Documentary,,0,,2010
,NFL's Greatest Rivalries: Washington Vs Dallas,Documentary,,0,,2010
,Scooby-Doo! Camp Scare,Comedy,,0,,2010
,Stiffs,Black Comedy,,0,,2010
,Where the Red Fern Grows,Drama,,0,,2010
,Who is Clark Rockefeller?,Drama,,0,,2010
,,,,,,2010
15-Sep,GasLand,Documentary,,30846,,2010
,I Am Comic,Documentary,,0,,2010
,Kings of Pastry,Documentary,,336386,,2010
,Never Let Me Go,Drama,15000000,2434652,Play,2010
,,,,,,2010
17-Sep,Alpha and Omega 3D,Adventure,20000000,25107267,Play,2010
,Catfish,Documentary,,3237343,Play,2010
,Contracorriente,Drama,,108620,,2010
,Devil,Thriller/Suspense,10000000,33679655,Play,2010
,Easy A,Comedy,8000000,58401464,Play,2010
,Flickan,Drama,,2201,,2010
,The Freebie,Romantic Comedy,,8300,Play,2010
,Incendies,Drama,,6857096,,2010
,Jack Goes Boating,Comedy,,541992,Play,2010
,My Friends Tigger And Pooh: Bedtime With Pooh,Adventure,,0,,2010
,The Other City,Documentary,,22539,,2010
,Picture Me: A Model's Diary,Documentary,,12008,,2010
,Queen of the Sun,Documentary,,244995,,2010
,El Súperstar: The Unlikely Rise of Juan Francés,Comedy,,2330,,2010
,Sweethearts of the Prison Rodeo,Documentary,,2198,,2010
,The Temptation of St. Tony,Drama,,1963,,2010
,The Town,Drama,37000000,92186262,Play,2010
,The Wild Hunt,Thriller/Suspense,,0,,2010
,,,,,,2010
21-Sep,Bizet: Carmen - The Metropolitan Opera Live in HD,,,0,,2010
,The Experiment,Drama,,0,,2010
,He's Your Dog: Charlie Brown,Adventure,,0,,2010
,The Legend of Bruce Lee,Action,,0,,2010
,Scenic National Parks: Glacier Banff & Jasper,Documentary,,0,,2010
,Scenic National Parks: Zion & Bryce,Documentary,,0,,2010
,Stomp the Yard: The Homecoming,Drama,,0,,2010
,Tinker Bell and the Great Fairy Rescue,Adventure,,0,,2010
,,,,,,2010
22-Sep,You Will Meet a Tall Dark Stranger,Drama,15000000,3247816,Play,2010
,,,,,,2010
24-Sep,Buried,Thriller/Suspense,,1044143,Play,2010
,Enter the Void,Drama,16000000,337997,,2010
,Legend of the Guardians: The Owls of Ga'Hoole 3D,Adventure,100000000,55675313,Play,2010
,Howl,Drama,,617334,Play,2010
,Like Dandelion Dust,,,352810,,2010
,A Mother's Courage: Talking Back to Autism,Documentary,,1916,,2010
,The Virginity Hit,Comedy,2000000,636706,Play,2010
,Waiting for Superman,Documentary,,6417135,,2010
,Wall Street 2: Money Never Sleeps,Drama,70000000,52474616,Play,2010
,You Again,Comedy,20000000,25702053,Play,2010
,,,,,,2010
28-Sep,NFL Greatest Rivalries: Bears Defeat Packers,Documentary,,0,,2010
,Robert Motherwell and the New York School: Storming the Citadel,Documentary,,0,,2010
,Superman/Batman: Apocalypse,Action,,0,,2010
,,,,,,2010
29-Sep,Nine Nation Animation,Multiple Genres,,38382,,2010
October: 2010,,,,,,2010
1-Oct,Anjaana Anjaani,,,854757,,2010
,Barry Munday,Comedy,,0,,2010
,Case 39,Horror,27000000,13261851,Play,2010
,Cash Crop,Documentary,,0,,2010
,Chain Letter,Horror,3000000,205842,,2010
,Chuen Sing Yit Luen Yit Lat Lat,Romantic Comedy,,0,,2010
,Douchebag,Comedy,,20615,,2010
,Freakonomics,Documentary,2900000,101270,,2010
,FUBAR II,Comedy,,0,,2010
,Hatchet II,Horror,,62000,Play,2010
,Ip Man,Action,,0,,2010
,Let Me In,Thriller/Suspense,20000000,12134935,Play,2010
,Partir,Drama,,187090,,2010
,Robot,Action,,2276427,,2010
,The Social Network,Drama,40000000,96962694,Play,2010
,Zenith,Thriller/Suspense,,7853,,2010
,,,,,,2010
5-Oct,30 Days of Night: Dark Days,Horror,,0,,2010
,Barbie in the Nutcracker,Drama,,0,,2010
,Battle of Britain,Action,,0,,2010
,Bratz Pampered Petz!,Musical,,0,,2010
,Hand in Hand,Drama,,0,,2010
,NHL Stanley Cup Champions 2010: Chicago Blackhawks Special Edition,Documentary,,0,,2010
,Rust,Drama,250000,0,,2010
,Space Chimps 2: Zartog Strikes Back,Adventure,,0,,2010
,The Treasure of the Sierra Madre,Western,,0,,2010
,Woke Up Dead,Comedy,,0,,2010
,,,,,,2010
8-Oct,As Good as Dead,Thriller/Suspense,,2093,,2010
,Budrus,Documentary,,68353,,2010
,Cherry,Drama,,11362,,2010
,GhettoPhysics: Will the Real Pimps and Ho's Please Stand Up?,Documentary,,10229,,2010
,I Spit on Your Grave,Horror,1750000,93051,,2010
,Inside Job,Documentary,2000000,4311834,Play,2010
,It's a Wonderful Afterlife,Comedy,,0,,2010
,It's Kind of a Funny Story,Comedy,8000000,6363628,Play,2010
,Jim,Drama,,13015,,2010
,Life as We Know It,Romantic Comedy,38000000,53374681,Play,2010
,Marwencol,Documentary,,112036,,2010
,My Soul to Take,Horror,25000000,14744435,Play,2010
,Nowhere Boy,Drama,1900000,1445366,,2010
,Postia pappi Jaakobile,Drama,,0,,2010
,Rachel,Documentary,,0,,2010
,Secretariat,Drama,35000000,59699513,Play,2010
,Stone,Drama,22000000,1810078,Play,2010
,Tamara Drewe,Comedy,,560391,Play,2010
,,,,,,2010
10-Oct,Opus N Bill in a Wish for Wings That Work,Adventure,,0,,2010
,Prancer Returns,Drama,,0,,2010
,,,,,,2010
12-Oct,Carnies,Drama,,0,,2010
,It's a Very Merry Muppet Christmas Movie,Adventure,,0,,2010
,Kung-Fu Master,Action,,0,,2010
,Lost Boys: The Thirst,,,0,,2010
,Manson: My Name is Evil,,,0,,2010
,,,,,,2010
13-Oct,Vision,Drama,,435274,,2010
,,,,,,2010
15-Oct,Carlos,Drama,18000000,145526,,2010
,Carmo,Drama,,1512,,2010
,Conviction,Drama,12500000,6797696,,2010
,Down Terrace,Black Comedy,30000,9812,,2010
,The Four-Faced Liar,Comedy,,0,,2010
,Gerrymandering,Documentary,,0,,2010
,Hereafter,Thriller/Suspense,50000000,32746941,Play,2010
,I Want Your Money,Documentary,400000,433588,Play,2010
,Jackass 3D,Comedy,20000000,117229692,Play,2010
,Legacy,Thriller/Suspense,,0,,2010
,N-Secure,Thriller/Suspense,1600000,2595644,Play,2010
,Poema de Salvacion,,,915502,,2010
,Pure Country 2: The Gift,Drama,,133771,,2010
,Red,Action,60000000,90380162,Play,2010
,Samson & Delilah,Drama,,0,,2010
,White Lion,Adventure,,0,,2010
,,,,,,2010
18-Oct,Devil and the Deep,Drama,,0,,2010
,The Last Outpost,Thriller/Suspense,,0,,2010
,The Mad Doctor of Market Street,Thriller/Suspense,,0,,2010
,Remember the Night,Drama,,0,,2010
,,,,,,2010
19-Oct,50th Anniversary Christmas,Concert/Performance,,0,,2010
,Adams Yolanda-What a Wonderful Time,Concert/Performance,,0,,2010
,All I Want for Christmas,Concert/Performance,,0,,2010
,Best Of Europe: Belgium & Holland,Documentary,,0,,2010
,Bluff,Comedy,,0,,2010
,Brad Paisley Christmas,Concert/Performance,,0,,2010
,Christmas Gift for You from Phil Spector,Concert/Performance,,0,,2010
,A Christmas Gift of Love,Concert/Performance,,0,,2010
,Christmas With Johnny Cash,Concert/Performance,,0,,2010
,Diamond Neil-Christmas Album,Concert/Performance,,0,,2010
,Disneynature: Crimson Wing - The Mystery of the Flamingo,Documentary,,0,,2010
,Elvis Christmas,Concert/Performance,,0,,2010
,Feliz Navidad,Concert/Performance,,0,,2010
,Greatest Holiday,Concert/Performance,,0,,2010
,The Hitman Diaries: Charlie Valentine,Action,,0,,2010
,Il Divo-Christmas Collection,Concert/Performance,,0,,2010
,It Won't Be Christmas Without You,Concert/Performance,,0,,2010
,Merry Christmas,Concert/Performance,,0,,2010
,Mirrors 2: Evil Lives,Horror,,0,,2010
,Not So Silent Night,Concert/Performance,,0,,2010
,One Wish-The Holiday Album,Concert/Performance,,0,,2010
,Rocky Mountain Christmas,Concert/Performance,,0,,2010
,These Are Special Times,Concert/Performance,,0,,2010
,Three Tenors Christmas,Concert/Performance,,0,,2010
,A Traditional Christmas,Concert/Performance,,0,,2010
,White Christmas,Concert/Performance,,0,,2010
,,,,,,2010
20-Oct,11/4/2008,Documentary,,0,,2010
,Paranormal Activity 2,Horror,3000000,84752907,Play,2010
,,,,,,2010
22-Oct,BearCity,Romantic Comedy,,5980,,2010
,Boxing Gym,Documentary,,43710,,2010
,Inhale,Thriller/Suspense,,4115,,2010
,Kalamity,Thriller/Suspense,,0,,2010
,Knucklehead,Comedy,,0,Play,2010
,Punching the Clown,Comedy,,0,,2010
,Rising Stars,Drama,,0,,2010
,The Taqwacores,Drama,,11445,,2010
,,,,,,2010
25-Oct,2 Hot 2 Dance Mix,Concert/Performance,,0,,2010
,Lo Que Paso: La Historia Del Principe De La Salsa,Concert/Performance,,0,,2010
,,,,,,2010
26-Oct,Concierto Para Un Pueblo Dominicano,Concert/Performance,,0,,2010
,Have a Laugh: Volume One,Comedy,,0,,2010
,Have a Laugh: Volume Two,Comedy,,0,,2010
,Lake Placid 3,Horror,,0,,2010
,NFL: Ultimate NFL,Documentary,,0,,2010
,NHL: Lighter Side of Hockey,Documentary,,0,,2010
,Tom and Jerry Meet Sherlock Holmes,Adventure,,0,,2010
,,,,,,2010
27-Oct,Strange Powers: Stephin Merritt and the Magnetic Fields,Documentary,,68719,,2010
,,,,,,2010
29-Oct,AMER,Horror,,0,,2010
,Bellamy,Thriller/Suspense,,107612,,2010
,Blondie Hits the Jackpot,Comedy,,0,,2010
,Blondies Big Deal,Comedy,,0,,2010
,Eichmann,Drama,,2706,,2010
,Jolene,Drama,,0,,2010
,The Kids Grow Up,Documentary,,12095,,2010
,The Magician,Black Comedy,,406,,2010
,Monsters,Drama,500000,237301,Play,2010
,Night of the Demons,Horror,,0,,2010
,Saw 3D,Horror,,45710178,Play,2010
,Shake Hands with the Devil,Drama,,594,,2010
,Walkaway,Drama,,0,,2010
,Waste Land,Documentary,,187716,,2010
,Welcome to the Rileys,Drama,10000000,152857,Play,2010
,Wild Target,Comedy,8000000,109338,,2010
,Winston Churchill: Walking with Destiny,Documentary,,212601,,2010
November: 2010,,,,,,2010
2-Nov,I Am,Drama,,0,,2010
,Van Gogh A Brush with Genius,Documentary,,0,,2010
,,,,,,2010
3-Nov,Hors la loi,Drama,,0,,2010
,,,,,,2010
5-Nov,127 Hours,Drama,18000000,18335230,Play,2010
,Action Replayy,Drama,,410262,,2010
,Client 9: The Rise and Fall of Eliot Spitzer,Documentary,,189416,Play,2010
,Due Date,Comedy,65000000,100539043,Play,2010
,Fair*Game,Drama,,9540691,Play,2010
,For Colored Girls,Drama,21000000,37729698,Play,2010
,Four Lions,Black Comedy,,310007,,2010
,Golmaal 3,Comedy,,1132192,,2010
,Guy and Madeline on a Park Bench,Musical,,33841,,2010
,Megamind,Adventure,130000000,148415853,Play,2010
,Red Hill,Thriller/Suspense,,21087,,2010
,Violet Tendencies,Comedy,,13304,,2010
,,,,,,2010
6-Nov,Water Life: Water's Journey,Documentary,,0,,2010
,,,,,,2010
8-Nov,Cat-Women of the Moon,Thriller/Suspense,,0,,2010
,Lassie: The Painted Hills,Adventure,,0,,2010
,,,,,,2010
9-Nov,20 Anos De Exitos En Vivo,Concert/Performance,,0,,2010
,Acustico En Vivo,Concert/Performance,,0,,2010
,Locked Down,Action,,0,,2010
,Secret Origin: The Story of DC Comics,Documentary,,0,,2010
,Superman/Shazam!: The Return of Black Adam,Adventure,,0,,2010
,,,,,,2010
10-Nov,House of Horrors,Thriller/Suspense,,0,,2010
,Morning Glory,Comedy,40000000,31011732,Play,2010
,The Strange Case of Doctor Rx,Comedy,,0,,2010
,,,,,,2010
12-Nov,Cool It,Documentary,,62713,Play,2010
,Disko ja tuumasoda,Documentary,,0,,2010
,Helena From the Wedding,Drama,,2692,,2010
,The Practice of the Wild,Documentary,,0,,2010
,Skyline,Thriller/Suspense,10000000,21416355,Play,2010
,Tiny Furniture,Comedy,50000,391674,,2010
,Unstoppable,Action,95000000,81562942,Play,2010
,,,,,,2010
16-Nov,Gauguin: The Full Story,Documentary,,0,,2010
,Greatest Hits... So Far!!!,Concert/Performance,,0,,2010
,The Gunslingers,Western,,0,,2010
,IMAX: Under the Sea,Documentary,,0,,2010
,Lego Hero Factory: Rise of the Rookies,Action,,0,,2010
,Mrs Miracle,Drama,,0,,2010
,Nhl Alex Ovechkin: The Great,Documentary,,0,,2010
,The Official 2010 FIFA World Cup,Documentary,,0,,2010
,Sickert vs. Sargent: Britian's Masters of Modern Art,Documentary,,0,,2010
,Top Latino Vol. 5,Concert/Performance,,0,,2010
,Trekking the World: Scenic Journeys,Documentary,,0,,2010
,Water Life: Planet Water,Documentary,,0,,2010
,Water Life The Big Blue,Documentary,,0,,2010
,,,,,,2010
17-Nov,Victim,Thriller/Suspense,,0,,2010
,William S. Burroughs: A Man Within,Documentary,,46380,,2010
,,,,,,2010
18-Nov,The Simpsons: Cast & Creators Live at Paley,Documentary,,0,,2010
,The X-Files: Cast & Creators Live at Paley,Documentary,,0,,2010
,,,,,,2010
19-Nov,Guzaarish,Drama,,1026589,,2010
,Harry Potter and the Deathly Hallows: Part I,Adventure,125000000,295983305,Play,2010
,Heartless,Horror,,3697,,2010
,Made in Dagenham,Drama,8000000,1095369,Play,2010
,The Next Three Days,Thriller/Suspense,30000000,21148651,Play,2010
,Nothing Personal,Drama,,0,,2010
,Queen of the Lot,Drama,,178308,,2010
,Today's Special,Comedy,,317831,,2010
,White Material,Drama,,304020,,2010
,,,,,,2010
22-Nov,Michael Jackson's Vision,Concert/Performance,,0,,2010
,,,,,,2010
23-Nov,12 Men of Christmas,Romantic Comedy,,0,,2010
,Alessandra Amoroso Per Ginevra Gioielli,Concert/Performance,,0,,2010
,Amor Dolor Y Viceversa,Thriller/Suspense,,0,,2010
,Anbeta E Jose,Concert/Performance,,0,,2010
,Anima Intima Anima Rock,Concert/Performance,,0,,2010
,Beyond Prairie: True Story of Laura Ingalls Wilder,Drama,,0,,2010
,Bye Bye Patty,Concert/Performance,,0,,2010
,Concerto Alle Nazioni Unite,Concert/Performance,,0,,2010
,Effedia: Sulla Mia Cattiva Strada,Concert/Performance,,0,,2010
,Eros Roma Live,Concert/Performance,,0,,2010
,I Love You More,Concert/Performance,,0,,2010
,It Aint Hay,Comedy,,0,,2010
,Joy Tour 2007,Concert/Performance,,0,,2010
,Lang Lang Live in Vienna,Concert/Performance,,0,,2010
,Lennon Naked,Drama,,0,,2010
,Madea's Big Happy Family: The Play,Drama,,0,,2010
,Notre Dame De Paris,Concert/Performance,,0,,2010
,The Power,Thriller/Suspense,,0,,2010
,Q.P.G.A. Filmopera,Concert/Performance,,0,,2010
,The Search for Santa Paws,,,0,,2010
,Un Anno Come Io Comanda,Concert/Performance,,0,,2010
,,,,,,2010
24-Nov,Break Ke Baad,Drama,,427628,,2010
,Burlesque,Drama,55000000,39440655,Play,2010
,Faster,Action,12000000,23240020,Play,2010
,The Legend of Pale Male,Documentary,,38083,,2010
,Love and Other Drugs,Drama,30000000,32367005,Play,2010
,The Nutcracker in 3D,Musical,90000000,195459,,2010
,Tangled,Adventure,260000000,200821936,,2010
,,,,,,2010
26-Nov,The King's Speech,Drama,15000000,138797449,Play,2010
,,,,,,2010
30-Nov,Billy Blanks Jr: Dance With Me Groove & Burn,Instructional,,0,,2010
,Jane Fonda: Prime Time - Fit & Strong,Instructional,,0,,2010
,Jane Fonda: Prime Time - Walkout,Instructional,,0,,2010
,Jillian Michaels: 6 Week Six-Pack,Instructional,,0,,2010
December: 2010,,,,,,2010
3-Dec,All Good Things,Drama,20000000,582024,Play,2010
,Applause,Drama,,0,,2010
,The Assistants,Comedy,,0,,2010
,Bhutto,Documentary,,100202,,2010
,Black Swan,Thriller/Suspense,13000000,106954678,Play,2010
,Cosa Voglio Di Piu,Drama,,10035,,2010
,Dead Awake,Thriller/Suspense,,30600,Play,2010
,I Love You: Phillip Morris,Comedy,13000000,2037459,Play,2010
,Khelein Hum Jee Jaan Sey,,,87846,,2010
,Meskada,Thriller/Suspense,,0,,2010
,Night Catches Us,Drama,,76185,Play,2010
,Rare Exports: A Christmas Tale,Comedy,,236347,,2010
,Saint Misbehavin': The Wavy Gravy Movie,Documentary,,29892,,2010
,The Warrior's Way,Western,42000000,5666340,Play,2010
,,,,,,2010
7-Dec,21.00: Eros Live World Tour 2009/2010,Concert/Performance,,0,,2010
,Beyoncé: I Am... World Tour,Concert/Performance,,0,,2010
,The Dolphin - Story of a Dreamer,,,0,,2010
,,,,,,2010
10-Dec,And Everything is Going Fine,Documentary,,22080,,2010
,A Bolts of Lightning,Drama,,0,,2010
,The Chronicles of Narnia: The Voyage of the Dawn Treader,Adventure,155000000,104386950,Play,2010
,The Fighter,Drama,11000000,93617009,Play,2010
,Frankie and Alice,Drama,,706547,Play,2010
,Hemingway's Garden of Eden,Drama,,22083,Play,2010
,No Problem,Comedy,,285468,,2010
,The Tempest,Drama,20000000,277943,,2010
,The Tourist,Thriller/Suspense,100000000,67631157,Play,2010
,You Won't Miss Me,Drama,,2240,,2010
,,,,,,2010
14-Dec,Frenemy,Comedy,,0,,2010
,Good-bye: My Lady,Drama,,0,,2010
,Night Must Fall,Drama,,0,,2010
,Paris: Luminous Years,Documentary,,0,,2010
,Where We Are: Live From the 02,Concert/Performance,,0,,2010
,,,,,,2010
15-Dec,Disney Cruise Line,Documentary,,0,,2010
,Disney's Animal Kingdom,Documentary,,0,,2010
,St. Louis Blues,Musical,,0,,2010
,Therea Always a Woman,Comedy,,0,,2010
,A Tour of the White House,Documentary,,0,,2010
,Ultimate Walt Disney World,Documentary,,0,,2010
,Undiscovered Disney Parks,Documentary,,0,,2010
,,,,,,2010
17-Dec,And Soon the Darkness,Thriller/Suspense,,0,Play,2010
,Barney's Version,Drama,30000000,7502560,Play,2010
,Bulldog Drummond Escapes,Drama,,0,,2010
,Casino Jack,Thriller/Suspense,12500000,2039869,Play,2010
,Chuzhaya,Action,,0,,2010
,A Conneticut Yankee in King Arthurs Court,Comedy,,0,,2010
,How Do You Know?,Romantic Comedy,120000000,30212620,Play,2010
,Phantom From Space,Thriller/Suspense,,0,,2010
,Rabbit Hole,Drama,5000000,2229058,Play,2010
,To Die is Hard,Comedy,,2106,,2010
,Tron: Legacy,Adventure,200000000,172062763,Play,2010
,Yogi Bear 3D,Adventure,80000000,100246011,Play,2010
,,,,,,2010
21-Dec,Beautiful Kate,Drama,,0,,2010
,Dismal,,,0,,2010
,The Heavy,Thriller/Suspense,,0,,2010
,Mega Shark vs. Crocosaurus,,,0,,2010
,,,,,,2010
22-Dec,B.F.'s Daughter,,,0,,2010
,Blondies Secret,Comedy,,0,,2010
,Country Strong,Drama,15000000,20218921,Play,2010
,The Crowd Roars,Drama,,0,,2010
,Huddle,,,0,,2010
,Little Fockers,Comedy,100000000,148438600,Play,2010
,The Man With a Cloak,,,0,,2010
,Moonfleet,,,0,,2010
,Nenette,Documentary,,18009,,2010
,One Romantic Night,,,0,,2010
,Pontius Pilate,Drama,,0,,2010
,Second Chorus,Multiple Genres,,0,,2010
,Somewhere,Drama,7000000,1785645,Play,2010
,Tees Maar Khan,Comedy,,1076266,,2010
,A Thunder of Drums,,,0,,2010
,True Grit,Western,35000000,171243005,Play,2010
,Wild: Wild Planet,,,0,,2010
,Your Cheatin Heart,Drama,,0,,2010
,,,,,,2010
24-Dec,Fei Cheng Wu Rao 2,Romantic Comedy,,182517,,2010
,Hadewijch,Drama,,5006,,2010
,Oy Vey! My Son is Gay!,,,89507,,2010
,Sama Wozu,Adventure,,78182,,2010
,,,,,,2010
25-Dec,Gulliver's Travels,Comedy,112000000,42779261,Play,2010
,L'illusionniste,Adventure,17000000,2231474,,2010
,,,,,,2010
28-Dec,Boy Next Door,,,0,,2010
,Long nga,Action,,0,,2010
,,,,,,2010
29-Dec,Another Year,Drama,8000000,3205706,,2010
,Blue Valentine,Drama,1000000,9737892,Play,2010
,Det rode kapel,Documentary,,6196,,2010
,The Way Back,Adventure,,2719296,Play,2010
,,,,,,2010
30-Dec,Bulldog Drummond Comes Back,Drama,,0,,2010
,,,,,,2010
31-Dec,16 Wishes,Comedy,,0,,2010
,2:22,,,0,,2010
,2 Million Stupid Women,,,0,,2010
,36,Thriller/Suspense,,0,,2010
,51,Horror,,0,,2010
,7X,,,0,,2010
,Abel,Drama,,0,,2010
,Across the Line,Action,,0,,2010
,The Adventure Scouts,,,0,,2010
,Adventures of A Teenage Dragon Slayer,Adventure,,0,,2010
,The Adventures of Clutch Powers,,,0,,2010
,Ajeoss,Action,,0,,2010
,All American Orgy,,,0,,2010
,All Hell to Pay,,,0,,2010
,Altitude,,,0,,2010
,Un altro mondo,,,0,,2010
,Amphibious: Creature of the Deep,Horror,,0,,2010
,Andrew Henry's Meadows,Comedy,,0,,2010
,Animals,,,0,,2010
,April 23rd,Drama,,0,,2010
,Arthur and the War of Two Worlds,Adventure,,347136,,2010
,Assassin in Love,Comedy,,0,,2010
,Attack on Darfur,,,0,,2010
,Autumn,,,0,,2010
,Bagman,Drama,,0,,2010
,Balancing the Books,Thriller/Suspense,,0,,2010
,Ball Don't Lie,,,0,,2010
,Bangkok Adrenaline,,,0,,2010
,Bangkok Knockout,,,0,,2010
,Bear,Horror,,0,,2010
,Beautiful,,,0,,2010
,Beautiful Girl,Thriller/Suspense,,0,,2010
,Beautiful Islands,,,0,,2010
,Beauty and the Beast,,,0,,2010
,Before We Say Goodbye,Drama,,0,,2010
,Belka i Strelka. Zvezdnye sobaki,Adventure,25000000,0,,2010
,Beneath Hill 60,Drama,9000000,0,,2010
,Beneath the Blue,Drama,,0,,2010
,Best Buds,Comedy,,0,,2010
,Betrayed by Passion,Drama,,0,,2010
,Between Kings and Queens,Drama,,0,,2010
,Big I Am,Multiple Genres,,0,,2010
,Big Money Rustlas,,,0,,2010
,Black & Blue,,,0,,2010
,Black Beach,Documentary,,0,,2010
,The Black Waters of Echo's Pond,,,0,,2010
,Blame,,,0,,2010
,Blood Out,Action,,0,,2010
,Bobbie Sue,Comedy,,0,,2010
,Booky and the Secret Santa,,,0,,2010
,Boone's Lick,Drama,,0,,2010
,Born to Raise Hell,Action,,0,,2010
,Bounty (2010),,,0,,2010
,The Brazen Bull,Thriller/Suspense,,0,,2010
,Brontë,Drama,,0,,2010
,The Brothers,,,0,,2010
,Bruc,,,0,,2010
,Bruce Lee,Drama,,0,,2010
,Bunyan & Babe,Adventure,,0,,2010
,Cabotins,Comedy,,0,,2010
,Caged Animal,Action,,0,,2010
,Camp Hell,Horror,,0,,2010
,Camping 2,Comedy,,0,,2010
,Campus Radio,Drama,,0,,2010
,Cane Toads: The Conquest,,,0,,2010
,Carjacked,Thriller/Suspense,,0,,2010
,Caught Inside,,,0,,2010
,Cell 213,Horror,,0,,2010
,Champions (2010),,,0,,2010
,Chatroom,Thriller/Suspense,,0,,2010
,The Child's Eye,,,0,,2010
,The Chosen One,,,0,,2010
,The Christmas Bunny,,,0,,2010
,Cielito Lindo,,,0,,2010
,Clock Tower,Horror,,0,,2010
,The Con Artist,,,0,,2010
,Cougars Inc.,Comedy,,0,,2010
,Criminal Empire for Dummys,Drama,,0,,2010
,Cristiada,Drama,,0,,2010
,Cutback,Drama,,0,,2010
,D.C. Showcase Delivery,,,0,,2010
,Da bing xiao jiang,,,0,,2010
,Dark Crossing,,,0,,2010
,Dark House,Horror,,0,,2010
,Dark Island,Multiple Genres,,0,,2010
,Day and Night,,,0,,2010
,The Dead and the Damned,Western,,0,,2010
,Dead Undead The,,,0,,2010
,Dear Mr. Gacy,Drama,,0,,2010
,Death Hunter,,,0,,2010
,Dirt Music,Drama,,0,,2010
,Dirty Tricks,Drama,,0,,2010
,Doc West Returns,Western,,0,,2010
,Doc West's Conscience: Part 1,,,0,,2010
,Dog Pound,Drama,,0,,2010
,La donna della mia vita,Comedy,,0,,2010
,Don't You Forget About Me,,,0,,2010
,Double Lives,Action,,0,,2010
,Drones,Comedy,,0,,2010
,Dschungelkind,Adventure,,0,,2010
,Ecstasy of Gold,,,0,,2010
,El Pasado,Drama,,0,,2010
,The Elephant In the Living Room,Documentary,,0,,2010
,Elvis and Annabelle,,,0,,2010
,The Entitled,Thriller/Suspense,,0,,2010
,O Estranho Caso de Angélica,Drama,,49429,,2010
,Eu e Meu Guarda-Chuva,Adventure,,0,,2010
,ExTerminators,Comedy,,0,,2010
,Fantastic Voyage,Adventure,,0,,2010
,Fashionistas,Romantic Comedy,,0,,2010
,Fatal,,,0,,2010
,Fencewalker,Drama,,0,,2010
,Fertile Ground,Horror,,0,,2010
,Fire and Ice,,,0,,2010
,Flesh Wounds,,,0,,2010
,Foeksia de minheks,Adventure,,0,,2010
,For lung,,,0,,2010
,Forest Of The Living Dead,Horror,,0,,2010
,Fortuna,Horror,,0,,2010
,Frankie Machine,Thriller/Suspense,,0,,2010
,Franklyn,,,0,,2010
,Frontera,Thriller/Suspense,,0,,2010
,Genesis Code,Drama,,20300,,2010
,Gift of the Magi,Action,,0,,2010
,Gira: Me Veras Volver,Concert/Performance,,0,,2010
,Goat Story,,,0,,2010
,Goblin,Horror,,0,,2010
,The Goon,,,0,,2010
,Goree Girls,Musical,,0,,2010
,Gospel According to Janis,Drama,,0,,2010
,Grimm Love,,,0,,2010
,Growing Up,Drama,,0,,2010
,Gun,Action,,0,,2010
,The H-Man Cometh,Comedy,,0,,2010
,Hanni und Nanni,,,0,,2010
,The Hardy Men,Comedy,,0,,2010
,Harpoon: Whale Watching Massacre,Horror,,0,,2010
,Heathens and Thieves,,,0,,2010
,Heaven's Rain,Drama,,0,,2010
,Heiran,Drama,,0,,2010
,La Herencia Valdemar II: La Sombra Prohibida,Horror,,0,,2010
,La Herencia Valdemar,Horror,,0,,2010
,Heyanas,Horror,,0,,2010
,Hidalgo: La historia jamás contada,Drama,,0,,2010
,High School Musical China,,,0,,2010
,Hippie Hippie Shake,Drama,,0,,2010
,Hit List,Romantic Comedy,,0,,2010
,Hobby Farm,,,0,,2010
,Hollywood and Wine,Comedy,,0,,2010
,Homewrecker,,,0,,2010
,Honey 2,Drama,,0,,2010
,Hong Kong Phooey,,,0,,2010
,La hora cero,Action,,0,,2010
,Hostage: Criminal Implication,Action,,0,,2010
,HottieBoombaLottie,Comedy,,0,,2010
,Housebroken,,,0,,2010
,How to Cheat,Drama,,0,,2010
,How to Make Love to a Woman,,,0,,2010
,Hunger,,,0,,2010
,The Hungry Ghosts,,,0,,2010
,Hunt to Kill,,,0,,2010
,Husk,Horror,,0,,2010
,Hwanghae,Drama,,0,,2010
,I Do & I Don't,,,0,,2010
