"","ReleaseDate","Movie","Genre","ProductionBudget","DomesticBoxOfficeToDate","Year","NetflixStars","OnNetflix","Awards","Nominations","BestPicture","RottenTomatosCriticsScore","RottenTomatosAudienceScore","BigGenre","Oscar","Blockbuster","CalDate"
"341","16-Apr","The Perfect Game","Drama",12500000,1089445,2010,4.2,"On Netflix",0,0,0,57,68,"Drama"," Nominated"," Under 100M",4.516129032
"342","16-Apr","El secreto de sus ojos","Thriller/Suspense",3500000,6391436,2010,NA,"Not on Netflix",0,0,0,91,93,"Thriller/Suspense"," Nominated"," Under 100M",4.516129032
"343","23-Apr","The Back-up Plan","Romantic Comedy",35000000,37490007,2010,NA,"Not on Netflix",0,0,0,18,45,"Comedy"," Nominated"," Under 100M",4.741935484
"344","23-Apr","Joheunnom nabbeunnom isanghannom","Action",10000000,128486,2010,NA,"Not on Netflix",0,0,0,84,83,"Action"," Nominated"," Under 100M",4.741935484
"345","23-Apr","The Losers","Action",25000000,23591432,2010,NA,"Not on Netflix",0,0,0,49,54,"Action"," Nominated"," Under 100M",4.741935484
"346","30-Apr","Furry Vengeance","Comedy",35000000,17630465,2010,NA,"Not on Netflix",0,0,0,8,31,"Comedy"," Nominated"," Under 100M",4.967741935
"347","30-Apr","The Good Heart","Drama",3800000,20930,2010,NA,"Not on Netflix",0,0,0,31,59,"Drama"," Nominated"," Under 100M",4.967741935
"348","30-Apr","Harry Brown","Thriller/Suspense",7300000,1818681,2010,NA,"Not on Netflix",0,0,0,64,75,"Thriller/Suspense"," Nominated"," Under 100M",4.967741935
"349","30-Apr","Housefull","Romantic Comedy",10100000,1183658,2010,NA,"Not on Netflix",0,0,0,-1,47,"Comedy"," Nominated"," Under 100M",4.967741935
"350","30-Apr","A Nightmare on Elm Street","Horror",35000000,63075011,2010,NA,"Not on Netflix",0,0,0,15,44,"Horror"," Nominated"," Under 100M",4.967741935
"351","7-May","Iron Man 2","Adventure",170000000,312433331,2010,NA,"Not on Netflix",0,0,0,73,73,"Adventure"," Nominated"," Over 100M",5.225806452
"352","14-May","Letters to Juliet","Drama",30000000,53032453,2010,NA,"Not on Netflix",0,0,0,40,62,"Drama"," Nominated"," Under 100M",5.451612903
"353","14-May","Princess Kaiulani","Drama",9000000,883887,2010,3.5,"On Netflix",0,0,0,18,44,"Drama"," Nominated"," Under 100M",5.451612903
"354","14-May","Robin Hood","Action",210000000,105487148,2010,4,"On Netflix",0,0,0,43,58,"Action"," Nominated"," Over 100M",5.451612903
"355","21-May","Shrek Forever After","Adventure",165000000,238736787,2010,NA,"Not on Netflix",0,0,0,58,54,"Adventure"," Nominated"," Over 100M",5.677419355
"356","21-May","Solitary Man","Drama",12500000,4360548,2010,NA,"Not on Netflix",0,0,0,81,50,"Drama"," Nominated"," Under 100M",5.677419355
"357","27-May","Sex and the City 2","Comedy",95000000,95347692,2010,NA,"Not on Netflix",0,0,0,15,43,"Comedy"," Nominated"," Under 100M",5.870967742
"358","28-May","Agora","Drama",70000000,619423,2010,3.5,"On Netflix",0,0,0,53,65,"Drama"," Nominated"," Under 100M",5.903225806
"359","28-May","George A. Romero's Survival of the Dead","Horror",4200000,101740,2010,NA,"Not on Netflix",0,0,0,NA,NA,"Horror"," Nominated"," Under 100M",5.903225806
"360","28-May","Micmacs","Comedy",42000000,1259693,2010,NA,"Not on Netflix",0,0,0,74,74,"Comedy"," Nominated"," Under 100M",5.903225806
"361","28-May","Prince of Persia: Sands of Time","Action",200000000,90759676,2010,NA,"Not on Netflix",0,0,0,36,58,"Action"," Nominated"," Under 100M",5.903225806
"362","4-Jun","Get Him to the Greek","Comedy",40000000,61153526,2010,NA,"Not on Netflix",0,0,0,73,62,"Comedy"," Nominated"," Under 100M",6.129032258
"363","4-Jun","Killers","Action",75000000,47059963,2010,2.5,"On Netflix",0,0,0,11,41,"Action"," Nominated"," Under 100M",6.129032258
"364","4-Jun","Marmaduke","Comedy",50000000,33644788,2010,NA,"Not on Netflix",0,0,0,9,42,"Comedy"," Nominated"," Under 100M",6.129032258
"365","4-Jun","Splice","Horror",30000000,17010170,2010,NA,"Not on Netflix",0,0,0,74,37,"Horror"," Nominated"," Under 100M",6.129032258
"366","11-Jun","The A-Team","Action",110000000,77222099,2010,3.7,"On Netflix",0,0,0,47,66,"Action"," Nominated"," Under 100M",6.35483871
"367","11-Jun","The Karate Kid","Adventure",40000000,176591618,2010,3.2,"On Netflix",0,0,0,66,67,"Adventure"," Nominated"," Over 100M",6.35483871
"368","11-Jun","Winter's Bone","Drama",2000000,6531503,2010,NA,"Not on Netflix",0,0,0,94,76,"Drama"," Nominated"," Under 100M",6.35483871
"369","18-Jun","Cyrus","Comedy",7000000,7468936,2010,NA,"Not on Netflix",0,0,0,80,54,"Comedy"," Nominated"," Under 100M",6.580645161
"370","18-Jun","I am Love","Drama",10000000,5005465,2010,3.4,"On Netflix",0,0,0,80,67,"Drama"," Nominated"," Under 100M",6.580645161
"371","18-Jun","Jonah Hex","Action",47000000,10547117,2010,NA,"Not on Netflix",0,0,0,12,20,"Action"," Nominated"," Under 100M",6.580645161
"372","18-Jun","The Killer Inside Me","Drama",13000000,217277,2010,3.1,"On Netflix",0,0,0,54,40,"Drama"," Nominated"," Under 100M",6.580645161
"373","18-Jun","Toy Story 3","Adventure",200000000,415004880,2010,NA,"Not on Netflix",2,5,0,99,89,"Adventure"," Not Nominated"," Over 100M",6.580645161
"374","23-Jun","Knight and Day","Action",117000000,76423035,2010,NA,"Not on Netflix",0,0,0,53,49,"Action"," Nominated"," Under 100M",6.741935484
"375","25-Jun","Grown Ups","Comedy",75000000,162001186,2010,NA,"Not on Netflix",0,0,0,-1,63,"Comedy"," Nominated"," Over 100M",6.806451613
"376","25-Jun","Les herbes folles","Thriller/Suspense",14000000,403952,2010,NA,"Not on Netflix",0,0,0,66,38,"Thriller/Suspense"," Nominated"," Under 100M",6.806451613
"377","30-Jun","The Twilight Saga: Eclipse","Drama",68000000,300531751,2010,NA,"Not on Netflix",0,0,0,49,60,"Drama"," Nominated"," Over 100M",6.967741935
"378","30-Jun","Love Ranch","Drama",25000000,137885,2010,3,"On Netflix",0,0,0,12,29,"Drama"," Nominated"," Under 100M",6.967741935
"379","1-Jul","The Last Airbender","Adventure",150000000,131772187,2010,NA,"Not on Netflix",0,0,0,6,31,"Adventure"," Nominated"," Over 100M",7.032258065
"380","9-Jul","Despicable Me","Comedy",69000000,251513985,2010,NA,"Not on Netflix",0,0,0,74,85,"Comedy"," Nominated"," Over 100M",7.290322581
"381","9-Jul","The Kids Are All Right","Comedy",4000000,20811365,2010,3.4,"On Netflix",0,0,0,93,73,"Comedy"," Nominated"," Under 100M",7.290322581
"382","9-Jul","Predators","Action",40000000,52000688,2010,NA,"Not on Netflix",0,0,0,64,51,"Action"," Nominated"," Under 100M",7.290322581
"383","14-Jul","The Sorcerer's Apprentice","Adventure",160000000,63150991,2010,NA,"Not on Netflix",0,0,0,41,53,"Adventure"," Nominated"," Under 100M",7.451612903
"384","16-Jul","Inception","Thriller/Suspense",160000000,292576195,2010,NA,"Not on Netflix",4,8,0,86,91,"Thriller/Suspense"," Not Nominated"," Over 100M",7.516129032
"385","23-Jul","Ramona and Beezus","Comedy",15000000,26167002,2010,NA,"Not on Netflix",0,0,0,70,72,"Comedy"," Nominated"," Under 100M",7.741935484
"386","23-Jul","Salt","Thriller/Suspense",130000000,118311368,2010,NA,"Not on Netflix",0,0,0,62,60,"Thriller/Suspense"," Nominated"," Over 100M",7.741935484
"387","30-Jul","Cats & Dogs: The Revenge of Kitty Galore","Comedy",85000000,45539292,2010,NA,"Not on Netflix",0,0,0,14,38,"Comedy"," Nominated"," Under 100M",7.967741935
"388","30-Jul","Charlie St. Cloud","Drama",44000000,31206263,2010,NA,"Not on Netflix",0,0,0,27,61,"Drama"," Nominated"," Under 100M",7.967741935
"389","30-Jul","Dinner for Schmucks","Comedy",69000000,73026337,2010,NA,"Not on Netflix",0,0,0,42,43,"Comedy"," Nominated"," Under 100M",7.967741935
"390","6-Aug","Flipped","Romantic Comedy",14000000,1755212,2010,NA,"Not on Netflix",0,0,0,55,78,"Comedy"," Nominated"," Under 100M",8.193548387
"391","6-Aug","The Other Guys","Comedy",100000000,119219978,2010,NA,"Not on Netflix",0,0,0,79,59,"Comedy"," Nominated"," Over 100M",8.193548387
"392","6-Aug","The Oxford Murders","Thriller/Suspense",10000000,4803,2010,3.2,"On Netflix",0,0,0,10,33,"Thriller/Suspense"," Nominated"," Under 100M",8.193548387
"393","6-Aug","Step Up 3D","Drama",30000000,42400223,2010,NA,"Not on Netflix",0,0,0,19,83,"Drama"," Nominated"," Under 100M",8.193548387
"394","13-Aug","Animal Kingdom","Drama",4200000,1044039,2010,NA,"Not on Netflix",0,0,0,-1,0,"Drama"," Nominated"," Under 100M",8.419354839
"395","13-Aug","Eat Pray Love","Drama",60000000,80574010,2010,NA,"Not on Netflix",0,0,0,36,42,"Drama"," Nominated"," Under 100M",8.419354839
"396","13-Aug","The Expendables","Action",82000000,103068524,2010,NA,"Not on Netflix",0,0,0,65,67,"Action"," Nominated"," Over 100M",8.419354839
"397","13-Aug","Scott Pilgrim vs. The World","Comedy",85000000,31611316,2010,NA,"Not on Netflix",0,0,0,82,83,"Comedy"," Nominated"," Under 100M",8.419354839
"398","18-Aug","Vampires Suck","Comedy",20000000,36661504,2010,NA,"Not on Netflix",0,0,0,5,30,"Comedy"," Nominated"," Under 100M",8.580645161
"399","20-Aug","Lottery Ticket","Comedy",17000000,24719879,2010,NA,"Not on Netflix",0,0,0,34,44,"Comedy"," Nominated"," Under 100M",8.64516129
"400","20-Aug","Mao's Last Dancer","Drama",18000000,4806750,2010,NA,"Not on Netflix",0,0,0,55,77,"Drama"," Nominated"," Under 100M",8.64516129
"401","20-Aug","Nanny McPhee and the Big Bang","Adventure",35000000,29197642,2010,NA,"Not on Netflix",0,0,0,NA,NA,"Adventure"," Nominated"," Under 100M",8.64516129
"402","20-Aug","Piranha 3D","Horror",24000000,25003155,2010,NA,"Not on Netflix",0,0,0,72,42,"Horror"," Nominated"," Under 100M",8.64516129
"403","20-Aug","The Switch","Romantic Comedy",19000000,27758465,2010,3.7,"On Netflix",0,0,0,51,45,"Comedy"," Nominated"," Under 100M",8.64516129
"404","27-Aug","Centurion","Action",15000000,123570,2010,3.6,"On Netflix",0,0,0,59,43,"Action"," Nominated"," Under 100M",8.870967742
"405","27-Aug","The Last Exorcism","Horror",1800000,41034350,2010,NA,"Not on Netflix",0,0,0,72,34,"Horror"," Nominated"," Under 100M",8.870967742
"406","27-Aug","Takers","Drama",32000000,57744720,2010,NA,"Not on Netflix",0,0,0,28,62,"Drama"," Nominated"," Under 100M",8.870967742
"407","1-Sep","My Dog Tulip","Drama",350000,246574,2010,NA,"Not on Netflix",0,0,0,91,70,"Drama"," Nominated"," Under 100M",9.032258065
"408","3-Sep","16 to Life","Romantic Comedy",1000000,11574,2010,3.4,"On Netflix",0,0,0,-1,61,"Comedy"," Nominated"," Under 100M",9.096774194
"409","3-Sep","Going the Distance","Romantic Comedy",32000000,17804299,2010,NA,"Not on Netflix",0,0,0,53,53,"Comedy"," Nominated"," Under 100M",9.096774194
"410","3-Sep","Machete","Action",12500000,26593646,2010,2.5,"On Netflix",0,0,0,72,64,"Action"," Nominated"," Under 100M",9.096774194
"411","3-Sep","San qiang pai an jing qi","Drama",12000000,190946,2010,NA,"Not on Netflix",0,0,0,32,39,"Drama"," Nominated"," Under 100M",9.096774194
"412","10-Sep","Resident Evil: Afterlife 3D","Horror",57500000,60128566,2010,NA,"Not on Netflix",0,0,0,23,49,"Horror"," Nominated"," Under 100M",9.322580645
"413","15-Sep","Never Let Me Go","Drama",15000000,2434652,2010,NA,"Not on Netflix",0,0,0,70,71,"Drama"," Nominated"," Under 100M",9.483870968
"414","17-Sep","Alpha and Omega 3D","Adventure",20000000,25107267,2010,NA,"Not on Netflix",0,0,0,16,41,"Adventure"," Nominated"," Under 100M",9.548387097
"415","17-Sep","Devil","Thriller/Suspense",10000000,33679655,2010,3.5,"On Netflix",0,0,0,52,44,"Thriller/Suspense"," Nominated"," Under 100M",9.548387097
"416","17-Sep","Easy A","Comedy",8000000,58401464,2010,NA,"Not on Netflix",0,0,0,85,77,"Comedy"," Nominated"," Under 100M",9.548387097
"417","17-Sep","The Town","Drama",37000000,92186262,2010,NA,"Not on Netflix",0,0,0,94,84,"Drama"," Nominated"," Under 100M",9.548387097
"418","22-Sep","You Will Meet a Tall Dark Stranger","Drama",15000000,3247816,2010,NA,"Not on Netflix",0,0,0,46,34,"Drama"," Nominated"," Under 100M",9.709677419
"419","24-Sep","Enter the Void","Drama",16000000,337997,2010,3.5,"On Netflix",0,0,0,73,71,"Drama"," Nominated"," Under 100M",9.774193548
"420","24-Sep","Legend of the Guardians: The Owls of Ga'Hoole 3D","Adventure",100000000,55675313,2010,NA,"Not on Netflix",0,0,0,50,64,"Adventure"," Nominated"," Under 100M",9.774193548
"421","24-Sep","The Virginity Hit","Comedy",2000000,636706,2010,NA,"Not on Netflix",0,0,0,29,32,"Comedy"," Nominated"," Under 100M",9.774193548
"422","24-Sep","Wall Street 2: Money Never Sleeps","Drama",70000000,52474616,2010,NA,"Not on Netflix",0,0,0,NA,NA,"Drama"," Nominated"," Under 100M",9.774193548
"423","24-Sep","You Again","Comedy",20000000,25702053,2010,NA,"Not on Netflix",0,0,0,17,43,"Comedy"," Nominated"," Under 100M",9.774193548
"424","1-Oct","Case 39","Horror",27000000,13261851,2010,NA,"Not on Netflix",0,0,0,22,40,"Horror"," Nominated"," Under 100M",10.03225806
"425","1-Oct","Chain Letter","Horror",3000000,205842,2010,3.2,"On Netflix",0,0,0,23,18,"Horror"," Nominated"," Under 100M",10.03225806
"426","1-Oct","Let Me In","Thriller/Suspense",20000000,12134935,2010,NA,"Not on Netflix",0,0,0,88,76,"Thriller/Suspense"," Nominated"," Under 100M",10.03225806
"427","1-Oct","The Social Network","Drama",40000000,96962694,2010,NA,"Not on Netflix",3,8,0,96,86,"Drama"," Not Nominated"," Under 100M",10.03225806
"428","8-Oct","I Spit on Your Grave","Horror",1750000,93051,2010,NA,"Not on Netflix",0,0,0,34,48,"Horror"," Nominated"," Under 100M",10.25806452
"429","8-Oct","It's Kind of a Funny Story","Comedy",8000000,6363628,2010,NA,"Not on Netflix",0,0,0,59,66,"Comedy"," Nominated"," Under 100M",10.25806452
"430","8-Oct","Life as We Know It","Romantic Comedy",38000000,53374681,2010,NA,"Not on Netflix",0,0,0,28,61,"Comedy"," Nominated"," Under 100M",10.25806452
"431","8-Oct","My Soul to Take","Horror",25000000,14744435,2010,NA,"Not on Netflix",0,0,0,9,27,"Horror"," Nominated"," Under 100M",10.25806452
"432","8-Oct","Nowhere Boy","Drama",1900000,1445366,2010,3.7,"On Netflix",0,0,0,79,74,"Drama"," Nominated"," Under 100M",10.25806452
"433","8-Oct","Secretariat","Drama",35000000,59699513,2010,NA,"Not on Netflix",0,0,0,64,76,"Drama"," Nominated"," Under 100M",10.25806452
"434","8-Oct","Stone","Drama",22000000,1810078,2010,NA,"Not on Netflix",0,0,0,51,21,"Drama"," Nominated"," Under 100M",10.25806452
"435","15-Oct","Carlos","Drama",18000000,145526,2010,3.7,"On Netflix",0,0,0,94,85,"Drama"," Nominated"," Under 100M",10.48387097
"436","15-Oct","Conviction","Drama",12500000,6797696,2010,3.7,"On Netflix",0,0,0,-1,62,"Drama"," Nominated"," Under 100M",10.48387097
"437","15-Oct","Hereafter","Thriller/Suspense",50000000,32746941,2010,NA,"Not on Netflix",0,0,0,46,38,"Thriller/Suspense"," Nominated"," Under 100M",10.48387097
"438","15-Oct","Jackass 3D","Comedy",20000000,117229692,2010,NA,"Not on Netflix",0,0,0,63,81,"Comedy"," Nominated"," Over 100M",10.48387097
"439","15-Oct","N-Secure","Thriller/Suspense",1600000,2595644,2010,3.7,"On Netflix",0,0,0,-1,47,"Thriller/Suspense"," Nominated"," Under 100M",10.48387097
"440","15-Oct","Red","Action",60000000,90380162,2010,NA,"Not on Netflix",0,0,0,71,72,"Action"," Nominated"," Under 100M",10.48387097
"441","20-Oct","Paranormal Activity 2","Horror",3000000,84752907,2010,NA,"Not on Netflix",0,0,0,58,49,"Horror"," Nominated"," Under 100M",10.64516129
"442","29-Oct","Monsters","Drama",500000,237301,2010,3.1,"On Netflix",0,0,0,71,52,"Drama"," Nominated"," Under 100M",10.93548387
"443","29-Oct","Welcome to the Rileys","Drama",10000000,152857,2010,NA,"Not on Netflix",0,0,0,55,58,"Drama"," Nominated"," Under 100M",10.93548387
"444","29-Oct","Wild Target","Comedy",8000000,109338,2010,NA,"Not on Netflix",0,0,0,32,56,"Comedy"," Nominated"," Under 100M",10.93548387
"445","5-Nov","127 Hours","Drama",18000000,18335230,2010,NA,"Not on Netflix",0,0,0,93,85,"Drama"," Nominated"," Under 100M",11.16129032
"446","5-Nov","Due Date","Comedy",65000000,100539043,2010,NA,"Not on Netflix",0,0,0,40,52,"Comedy"," Nominated"," Over 100M",11.16129032
"447","5-Nov","For Colored Girls","Drama",21000000,37729698,2010,NA,"Not on Netflix",0,0,0,32,73,"Drama"," Nominated"," Under 100M",11.16129032
"448","5-Nov","Megamind","Adventure",130000000,148415853,2010,NA,"Not on Netflix",0,0,0,73,71,"Adventure"," Nominated"," Over 100M",11.16129032
"449","10-Nov","Morning Glory","Comedy",40000000,31011732,2010,3.8,"On Netflix",0,0,0,55,51,"Comedy"," Nominated"," Under 100M",11.32258065
"450","12-Nov","Skyline","Thriller/Suspense",10000000,21416355,2010,NA,"Not on Netflix",0,0,0,15,18,"Thriller/Suspense"," Nominated"," Under 100M",11.38709677
"451","12-Nov","Tiny Furniture","Comedy",50000,391674,2010,3.3,"On Netflix",0,0,0,77,56,"Comedy"," Nominated"," Under 100M",11.38709677
"452","12-Nov","Unstoppable","Action",95000000,81562942,2010,NA,"Not on Netflix",0,0,0,86,73,"Action"," Nominated"," Under 100M",11.38709677
"453","19-Nov","Harry Potter and the Deathly Hallows: Part I","Adventure",125000000,295983305,2010,NA,"Not on Netflix",0,0,0,NA,NA,"Adventure"," Nominated"," Over 100M",11.61290323
"454","19-Nov","Made in Dagenham","Drama",8000000,1095369,2010,NA,"Not on Netflix",0,0,0,80,75,"Drama"," Nominated"," Under 100M",11.61290323
"455","19-Nov","The Next Three Days","Thriller/Suspense",30000000,21148651,2010,NA,"Not on Netflix",0,0,0,52,66,"Thriller/Suspense"," Nominated"," Under 100M",11.61290323
"456","24-Nov","Burlesque","Drama",55000000,39440655,2010,NA,"Not on Netflix",0,0,0,37,64,"Drama"," Nominated"," Under 100M",11.77419355
"457","24-Nov","Faster","Action",12000000,23240020,2010,3.8,"On Netflix",0,0,0,43,49,"Action"," Nominated"," Under 100M",11.77419355
"458","24-Nov","Love and Other Drugs","Drama",30000000,32367005,2010,NA,"Not on Netflix",0,0,0,49,53,"Drama"," Nominated"," Under 100M",11.77419355
"459","24-Nov","Tangled","Adventure",260000000,200821936,2010,3.2,"On Netflix",0,0,0,89,87,"Adventure"," Nominated"," Over 100M",11.77419355
"460","26-Nov","The King's Speech","Drama",15000000,138797449,2010,4.3,"On Netflix",4,12,1,94,92,"Drama"," Not Nominated"," Over 100M",11.83870968
"461","3-Dec","All Good Things","Drama",20000000,582024,2010,3.3,"On Netflix",0,0,0,32,38,"Drama"," Nominated"," Under 100M",12.09677419
"462","3-Dec","Black Swan","Thriller/Suspense",13000000,106954678,2010,NA,"Not on Netflix",1,5,0,87,84,"Thriller/Suspense"," Not Nominated"," Over 100M",12.09677419
"463","3-Dec","I Love You: Phillip Morris","Comedy",13000000,2037459,2010,NA,"Not on Netflix",0,0,0,72,61,"Comedy"," Nominated"," Under 100M",12.09677419
"464","10-Dec","The Chronicles of Narnia: The Voyage of the Dawn Treader","Adventure",155000000,104386950,2010,NA,"Not on Netflix",0,0,0,49,59,"Adventure"," Nominated"," Over 100M",12.32258065
"465","10-Dec","The Fighter","Drama",11000000,93617009,2010,NA,"Not on Netflix",2,7,0,91,89,"Drama"," Not Nominated"," Under 100M",12.32258065
"466","10-Dec","The Tempest","Drama",20000000,277943,2010,2.2,"On Netflix",0,0,0,30,27,"Drama"," Nominated"," Under 100M",12.32258065
"467","10-Dec","The Tourist","Thriller/Suspense",100000000,67631157,2010,NA,"Not on Netflix",0,0,0,20,42,"Thriller/Suspense"," Nominated"," Under 100M",12.32258065
"468","17-Dec","Barney's Version","Drama",30000000,7502560,2010,NA,"Not on Netflix",0,0,0,80,79,"Drama"," Nominated"," Under 100M",12.5483871
"469","17-Dec","Casino Jack","Thriller/Suspense",12500000,2039869,2010,3.3,"On Netflix",0,0,0,38,35,"Thriller/Suspense"," Nominated"," Under 100M",12.5483871
"470","17-Dec","How Do You Know?","Romantic Comedy",120000000,30212620,2010,NA,"Not on Netflix",0,0,0,32,25,"Comedy"," Nominated"," Under 100M",12.5483871
"471","17-Dec","Rabbit Hole","Drama",5000000,2229058,2010,NA,"Not on Netflix",0,0,0,86,72,"Drama"," Nominated"," Under 100M",12.5483871
"472","17-Dec","Tron: Legacy","Adventure",200000000,172062763,2010,NA,"Not on Netflix",0,0,0,51,63,"Adventure"," Nominated"," Over 100M",12.5483871
"473","17-Dec","Yogi Bear 3D","Adventure",80000000,100246011,2010,NA,"Not on Netflix",0,0,0,13,34,"Adventure"," Nominated"," Over 100M",12.5483871
"474","22-Dec","Country Strong","Drama",15000000,20218921,2010,NA,"Not on Netflix",0,0,0,22,53,"Drama"," Nominated"," Under 100M",12.70967742
"475","22-Dec","Little Fockers","Comedy",100000000,148438600,2010,NA,"Not on Netflix",0,0,0,10,35,"Comedy"," Nominated"," Over 100M",12.70967742
"476","22-Dec","Somewhere","Drama",7000000,1785645,2010,2.7,"On Netflix",0,0,0,71,47,"Drama"," Nominated"," Under 100M",12.70967742
"477","25-Dec","Gulliver's Travels","Comedy",112000000,42779261,2010,NA,"Not on Netflix",0,0,0,21,27,"Comedy"," Nominated"," Under 100M",12.80645161
"478","25-Dec","L'illusionniste","Adventure",17000000,2231474,2010,NA,"Not on Netflix",0,0,0,90,79,"Adventure"," Nominated"," Under 100M",12.80645161
"479","29-Dec","Another Year","Drama",8000000,3205706,2010,NA,"Not on Netflix",0,0,0,93,74,"Drama"," Nominated"," Under 100M",12.93548387
"480","29-Dec","Blue Valentine","Drama",1000000,9737892,2010,3.4,"On Netflix",0,0,0,87,77,"Drama"," Nominated"," Under 100M",12.93548387
"481","9-Jan","Bride Wars","Comedy",30000000,58715510,2009,NA,"Not on Netflix",0,0,0,10,52,"Comedy"," Nominated"," Under 100M",1.290322581
"482","9-Jan","Not Easily Broken","Drama",5000000,10572742,2009,NA,"Not on Netflix",0,0,0,33,67,"Drama"," Nominated"," Under 100M",1.290322581
"483","9-Jan","The Unborn","Horror",16000000,42670410,2009,NA,"Not on Netflix",0,0,0,11,30,"Horror"," Nominated"," Under 100M",1.290322581
"484","16-Jan","Hotel for Dogs","Comedy",75000000,73034460,2009,NA,"Not on Netflix",0,0,0,45,56,"Comedy"," Nominated"," Under 100M",1.516129032
"485","16-Jan","My Bloody Valentine","Horror",14000000,51545952,2009,3.1,"On Netflix",0,0,0,40,51,"Horror"," Nominated"," Under 100M",1.516129032
"486","16-Jan","Notorious","Drama",19000000,36843682,2009,NA,"Not on Netflix",0,0,0,51,66,"Drama"," Nominated"," Under 100M",1.516129032
"487","16-Jan","Paul Blart: Mall Cop","Comedy",26000000,146336178,2009,NA,"Not on Netflix",0,0,0,33,43,"Comedy"," Nominated"," Over 100M",1.516129032
"488","23-Jan","Donkey Punch","Thriller/Suspense",750000,19367,2009,NA,"Not on Netflix",0,0,0,49,24,"Thriller/Suspense"," Nominated"," Under 100M",1.741935484
"489","23-Jan","Inkheart","Adventure",60000000,17303424,2009,NA,"Not on Netflix",0,0,0,39,45,"Adventure"," Nominated"," Under 100M",1.741935484
"490","23-Jan","Outlander","Adventure",50000000,166003,2009,NA,"Not on Netflix",0,0,0,37,44,"Adventure"," Nominated"," Under 100M",1.741935484
"491","30-Jan","Entre les murs","Drama",3250000,3766810,2009,NA,"Not on Netflix",0,0,0,NA,NA,"Drama"," Nominated"," Under 100M",1.967741935
"492","30-Jan","New in Town","Romantic Comedy",8000000,16734283,2009,NA,"Not on Netflix",0,0,0,29,37,"Comedy"," Nominated"," Under 100M",1.967741935
"493","30-Jan","Taken","Thriller/Suspense",25000000,145000989,2009,NA,"Not on Netflix",0,0,0,58,85,"Thriller/Suspense"," Nominated"," Over 100M",1.967741935
"494","6-Feb","Coraline","Adventure",60000000,75286229,2009,NA,"Not on Netflix",0,0,0,90,72,"Adventure"," Nominated"," Under 100M",2.193548387
"495","6-Feb","He's Just Not That Into You","Romantic Comedy",40000000,93953653,2009,NA,"Not on Netflix",0,0,0,40,60,"Comedy"," Nominated"," Under 100M",2.193548387
"496","6-Feb","Push","Thriller/Suspense",38000000,31811527,2009,NA,"Not on Netflix",0,0,0,23,42,"Thriller/Suspense"," Nominated"," Under 100M",2.193548387
"497","13-Feb","Friday the 13th","Horror",17000000,65002019,2009,NA,"Not on Netflix",0,0,0,25,46,"Horror"," Nominated"," Under 100M",2.419354839
"498","13-Feb","The International","Thriller/Suspense",50000000,25450527,2009,NA,"Not on Netflix",0,0,0,59,37,"Thriller/Suspense"," Nominated"," Under 100M",2.419354839
"499","13-Feb","Two Lovers","Drama",12000000,3149034,2009,NA,"Not on Netflix",0,0,0,82,58,"Drama"," Nominated"," Under 100M",2.419354839
"500","20-Feb","Fired Up","Comedy",20000000,17231291,2009,NA,"Not on Netflix",0,0,0,23,52,"Comedy"," Nominated"," Under 100M",2.64516129
"501","20-Feb","Madea Goes To Jail","Comedy",17500000,90508336,2009,NA,"Not on Netflix",0,0,0,30,70,"Comedy"," Nominated"," Under 100M",2.64516129
"502","6-Mar","Watchmen","Action",138000000,107509799,2009,NA,"Not on Netflix",0,0,0,65,70,"Action"," Nominated"," Over 100M",3.193548387
"503","13-Mar","Sunshine Cleaning","Comedy",5000000,12062558,2009,NA,"Not on Netflix",0,0,0,72,62,"Comedy"," Nominated"," Under 100M",3.419354839
"504","20-Mar","I Love You: Man","Comedy",40000000,71440011,2009,NA,"Not on Netflix",0,0,0,84,74,"Comedy"," Nominated"," Under 100M",3.64516129
"505","20-Mar","Knowing","Thriller/Suspense",50000000,79957634,2009,NA,"Not on Netflix",0,0,0,33,42,"Thriller/Suspense"," Nominated"," Under 100M",3.64516129
"506","20-Mar","Super Capers","Comedy",2000000,30955,2009,2.7,"On Netflix",0,0,0,0,13,"Comedy"," Nominated"," Under 100M",3.64516129
"507","27-Mar","12 Rounds","Action",20000000,12234694,2009,NA,"Not on Netflix",0,0,0,29,46,"Action"," Nominated"," Under 100M",3.870967742
"508","27-Mar","Monsters vs. Aliens","Adventure",175000000,198351526,2009,NA,"Not on Netflix",0,0,0,72,59,"Adventure"," Nominated"," Over 100M",3.870967742
"509","3-Apr","Fast & Furious","Action",85000000,155064265,2009,NA,"Not on Netflix",0,0,0,68,84,"Action"," Nominated"," Over 100M",4.096774194
"510","8-Apr","Dragonball Evolution","Adventure",30000000,9362785,2009,NA,"Not on Netflix",0,0,0,14,20,"Adventure"," Nominated"," Under 100M",4.258064516
"511","10-Apr","Hannah Montana the Movie","Drama",30000000,79576189,2009,NA,"Not on Netflix",0,0,0,45,67,"Drama"," Nominated"," Under 100M",4.322580645
"512","17-Apr","Crank 2: High Voltage","Thriller/Suspense",20000000,13684249,2009,NA,"Not on Netflix",0,0,0,63,49,"Thriller/Suspense"," Nominated"," Under 100M",4.548387097
"513","17-Apr","17 Again","Comedy",40000000,64167069,2009,NA,"Not on Netflix",0,0,0,55,67,"Comedy"," Nominated"," Under 100M",4.548387097
